rentree_scolaire;code_region;region;code_de_l_academie;academie;code_du_departement;departement;code_insee_de_la_commune;nom_de_la_commune;uai;secteur;ips;ips_national_prive;ips_national_public;ips_national;ips_academique_prive;ips_academique_public;ips_academique;ips_departemental_prive;ips_departemental_public;ips_departemental;num_ligne;appellation_officielle;libelle_commune;code_departement;code_commune;libelle_departement;libelle_academie;position
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62428;HENIN SUR COJEUL;0620595K;public;106.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;50986.0;Ecole élémentaire RPI 23;Hénin-sur-Cojeul;062;62428;Pas-de-Calais;Lille;50.22621905873817,2.8351301093766352
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62780;SAUCHY CAUCHY;0620622P;public;90.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;50993.0;Ecole élémentaire RPI 84;Sauchy-Cauchy;062;62780;Pas-de-Calais;Lille;50.235608913542066,3.0973003096070064
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62874;WANQUETIN;0620725B;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51021.0;Ecole primaire RPI 51;Wanquetin;062;62874;Pas-de-Calais;Lille;50.276056414897916,2.612859659189263
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62709;RIENCOURT LES CAGNICOURT;0620766W;public;93.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51034.0;Ecole élémentaire RPI 65;Riencourt-lès-Cagnicourt;062;62709;Pas-de-Calais;Lille;50.19993324981659,2.9583803911627107
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62441;HERMIN;0620948U;public;105.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51070.0;Ecole élémentaire RPI 104;Hermin;062;62441;Pas-de-Calais;Lille;50.41850523372455,2.5583702430444375
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62516;LILLERS;0621021Y;public;108.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51086.0;Ecole primaire Adrien Delehaye;Lillers;062;62516;Pas-de-Calais;Lille;50.54711792251177,2.4549193579424644
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62598;MUNCQ NIEURLET;0621127N;public;93.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51117.0;Ecole élémentaire RPI 151 Rive de la Hem;Muncq-Nieurlet;062;62598;Pas-de-Calais;Lille;50.84731147176585,2.1149895573955315
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62444;HERVELINGHEN;0621198R;public;105.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51138.0;Ecole élémentaire RPI 105;Hervelinghen;062;62444;Pas-de-Calais;Lille;50.87909007270571,1.7251293028960948
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62133;BILLY MONTIGNY;0621276A;public;80.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51160.0;Ecole élémentaire Robert Doisneau;Billy-Montigny;062;62133;Pas-de-Calais;Lille;50.41809548326562,2.9138900939237242
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62014;AIRE SUR LA LYS;0621743H;public;78.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51272.0;Ecole élémentaire Centre;Aire-sur-la-Lys;062;62014;Pas-de-Calais;Lille;50.64023282801476,2.39487056499195
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62292;ELNES;0621852B;public;84.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51296.0;Ecole primaire publique Henri Matisse;Elnes;062;62292;Pas-de-Calais;Lille;50.68937459550876,2.129079710241161
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62882;WAVRANS SUR L AA;0621876C;public;100.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51305.0;Ecole primaire Les Orchidées;Wavrans-sur-l'Aa;062;62882;Pas-de-Calais;Lille;50.68498437672852,2.141059790042365
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62468;HUMIERES;0622638F;privé sous contrat;111.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51409.0;Ecole primaire privée Notre-Dame de Lourdes;Humières;062;62468;Pas-de-Calais;Lille;50.38805627954649,2.205159746345411
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62498;LENS;0622830P;public;77.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51486.0;Ecole primaire Basly-Roland;Lens;062;62498;Pas-de-Calais;Lille;50.43667675261228,2.8440800183208723
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62170;BOUVIGNY BOYEFFLES;0622897M;public;106.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51498.0;Ecole élémentaire Pierre Curie;Bouvigny-Boyeffles;062;62170;Pas-de-Calais;Lille;50.42234289669272,2.670589430019761
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62259;CROISILLES;0623425L;public;90.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51603.0;Ecole primaire;Croisilles;062;62259;Pas-de-Calais;Lille;50.20000789044742,2.8785894343502036
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62819;TILQUES;0623453S;public;109.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51626.0;Ecole primaire;Tilques;062;62819;Pas-de-Calais;Lille;50.77909200920466,2.206810336459865
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0623531B;public;98.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51658.0;Ecole élémentaire André Pantigny;Hénin-Beaumont;062;62427;Pas-de-Calais;Lille;50.41175364159491,2.9581705775357974
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0623553A;public;100.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51667.0;Ecole primaire Ferdinand Buisson;Saint-Omer;062;62765;Pas-de-Calais;Lille;50.75599773550433,2.2723593984101034
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62048;AUCHEL;0623867S;public;70.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51720.0;Ecole primaire François Chateaubriand;Auchel;062;62048;Pas-de-Calais;Lille;50.50000532596797,2.480440598233196
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62270;DIVION;0624056X;public;79.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51765.0;Ecole primaire Joliot-Curie;Divion;062;62270;Pas-de-Calais;Lille;50.46770976507262,2.5234195665954178
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0592825A;public;75.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49509.0;Ecole élémentaire Albert Camus;Roubaix;059;59512;Nord;Lille;50.69078683428953,3.1842595874720727
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59009;VILLENEUVE D ASCQ;0592840S;public;97.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49510.0;Ecole élémentaire La Fontaine;Villeneuve-d'Ascq;059;59009;Nord;Lille;50.656535226602,3.1415794739427545
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59242;FONTAINE AU BOIS;0593535X;public;99.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49537.0;Ecole primaire les hirondelles;Fontaine-au-Bois;059;59242;Nord;Lille;50.14186672007494,3.6472403834712783
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59622;VILLERS EN CAUCHIES;0593647U;public;97.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49585.0;Ecole primaire Marie Curie;Villers-en-Cauchies;059;59622;Nord;Lille;50.22660928925772,3.402909737452719
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59122;CAMBRAI;0593697Y;privé sous contrat;123.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49595.0;Ecole primaire privée Saint Bernard;Cambrai;059;59122;Nord;Lille;50.18003417423801,3.2384801142999247
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59068;BERLAIMONT;0593776J;privé sous contrat;92.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49630.0;Ecole primaire privée Saint Michel;Berlaimont;059;59068;Nord;Lille;50.200943197772,3.813070639186727
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59419;MOUCHIN;0593915K;privé sous contrat;124.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49692.0;Ecole primaire privée Sacré-Coeur;Mouchin;059;59419;Nord;Lille;50.51857067112503,3.2891395563343657
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59368;LA MADELEINE;0593978D;privé sous contrat;137.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49712.0;Ecole primaire privée Sainte Geneviève;La Madeleine;059;59368;Nord;Lille;50.64957695983091,3.0785897540290796
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59014;ANZIN;0593994W;privé sous contrat;90.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49715.0;Ecole primaire privée Sacré-Coeur;Anzin;059;59014;Nord;Lille;50.3712961248013,3.5051099895489997
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59648;WATTIGNIES;0594132W;privé sous contrat;130.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49786.0;Ecole primaire privée Notre-Dame;Wattignies;059;59648;Nord;Lille;50.581120128056554,3.0391694763038175
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59336;LECLUSE;0594197S;public;83.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49810.0;Ecole primaire Paul Verlaine;Lécluse;059;59336;Nord;Lille;50.27812572660893,3.0385047322348
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59550;SALOME;0594218P;public;107.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49828.0;Ecole primaire Mendès-France-La Buissonnière;Salomé;059;59550;Nord;Lille;50.53279836308452,2.839629371432818
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59392;MAUBEUGE;0594369D;public;65.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49859.0;Ecole primaire Marcel Pagnol;Maubeuge;059;59392;Nord;Lille;50.26871236951503,3.9326403873520066
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59199;ERCHIN;0594593X;public;110.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49913.0;Ecole primaire Charles Deulin;Erchin;059;59199;Nord;Lille;50.3178227827699,3.1673602969790777
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59220;FACHES THUMESNIL;0594595Z;public;86.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49914.0;Ecole élémentaire Lamartine;Faches-Thumesnil;059;59220;Nord;Lille;50.6068124513088,3.0645100903800206
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59340;LEFFRINCKOUCKE;0590438F;public;103.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49026.0;Ecole primaire René Bonpain;Leffrinckoucke;059;59340;Nord;Lille;51.05558528260907,2.4382794536270316
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59118;BUSIGNY;0590738G;public;81.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49087.0;Ecole élémentaire Jacques Prévert;Busigny;059;59118;Nord;Lille;50.03473082491076,3.4674601688042554
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59163;CROIX;0590884R;public;118.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49123.0;Ecole élémentaire Jean Jaurès;Croix;059;59163;Nord;Lille;50.67706646112785,3.151489474822242
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59216;ESWARS;0591121Y;public;99.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49167.0;Ecole élémentaire RPI 26;Eswars;059;59216;Nord;Lille;50.21949761030806,3.268559742099173
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59259;GHISSIGNIES;0591247K;public;131.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49192.0;Ecole primaire;Ghissignies;059;59259;Nord;Lille;50.22598888092821,3.6170197292292356
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59265;GOMMEGNIES;0591264D;public;122.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49193.0;Groupe scolaire Antoine de Saint-Exupéry;Gommegnies;059;59265;Nord;Lille;50.265097148480336,3.705660430084836
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59311;HONNECHY;0591423B;public;79.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49225.0;Ecole primaire;Honnechy;059;59311;Nord;Lille;50.06946327730676,3.4715597945188366
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59383;MARLY;0591782S;public;78.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49288.0;Ecole primaire Marie Curie;Marly;059;59383;Nord;Lille;50.339317804311214,3.5479102967330607
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59412;MONTAY;0591881Z;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49301.0;Ecole primaire;Montay;059;59412;Nord;Lille;50.117433635360705,3.539980165198654
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59441;OBIES;0591946V;public;107.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49316.0;Ecole primaire Les Petits Sabots;Obies;059;59441;Nord;Lille;50.270354021007684,3.7872501930676608
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59495;RECQUIGNIES;0592005J;public;66.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49333.0;Ecole élémentaire Jean Vilar;Recquignies;059;59495;Nord;Lille;50.282238704178354,4.057759797456248
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59496;REJET DE BEAULIEU;0592006K;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49334.0;Ecole primaire Olympe Démarez;Rejet-de-Beaulieu;059;59496;Nord;Lille;50.04252818771893,3.6290903552621216
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0592089A;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49364.0;Ecole élémentaire Pierre de Ronsard niveau 1;Roubaix;059;59512;Nord;Lille;50.68409616656016,3.2010293974614874
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59526;SAINT AMAND LES EAUX;0592147N;public;112.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49379.0;Ecole élémentaire Louise Dematte;Saint-Amand-les-Eaux;059;59526;Nord;Lille;50.44374430788242,3.4045953081797182
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59576;SPYCKER;0592281J;public;105.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49408.0;Ecole primaire Bernard Degunst;Spycker;059;59576;Nord;Lille;50.967896219642476,2.3205997490158308
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59595;THUN SAINT MARTIN;0592326H;public;125.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49423.0;Ecole primaire La Claire Fontaine;Thun-Saint-Martin;059;59595;Nord;Lille;50.22665963488551,3.296729394969789
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59599;TOURCOING;0592349H;public;85.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49428.0;Ecole élémentaire Lamartine niveau 2;Tourcoing;059;59599;Nord;Lille;50.73198163615449,3.179079498943356
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59599;TOURCOING;0592374K;public;73.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49438.0;Ecole primaire Lavoisier;Tourcoing;059;59599;Nord;Lille;50.72431595665208,3.1727502258896156
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59645;WASNES AU BAC;0592535K;public;98.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49475.0;Ecole primaire La Fontaine;Wasnes-au-Bac;059;59645;Nord;Lille;50.26968395873847,3.2578596907901316
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59642;WARLAING;0592536L;public;127.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49476.0;Ecole primaire Maxence Van Der Meersch;Warlaing;059;59642;Nord;Lille;50.411500209231505,3.321950244823014
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62570;MERICOURT;0621430T;public;80.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51197.0;Ecole élémentaire Albert Jacquard;Méricourt;062;62570;Pas-de-Calais;Lille;50.410323613504445,2.8791300503996853
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62810;THELUS;0621447L;public;120.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51200.0;Ecole primaire des Coquelicots;Thélus;062;62810;Pas-de-Calais;Lille;50.35415169329904,2.800010208938466
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62538;MAINTENAY;0621600C;public;91.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51235.0;Ecole élémentaire RPI 63;Maintenay;062;62538;Pas-de-Calais;Lille;50.36652509940406,1.8126298536392245
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62288;ECQUES;0621736A;public;113.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51268.0;Ecole élémentaire Centre;Ecques;062;62288;Pas-de-Calais;Lille;50.66966869143854,2.288089859278859
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62053;AUDINCTHUN;0621744J;public;80.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51273.0;Ecole primaire;Audincthun;062;62053;Pas-de-Calais;Lille;50.58694212270891,2.1329199455814276
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62485;LAIRES;0621762D;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51278.0;Ecole élémentaire RPI 113;Laires;062;62485;Pas-de-Calais;Lille;50.53813127002685,2.2511794581632376
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62118;BETHONSART;0621903G;public;92.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51314.0;Ecole élémentaire RPI 16;Béthonsart;062;62118;Pas-de-Calais;Lille;50.37451242856866,2.5507601503224446
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62297;EPERLECQUES;0622335B;public;99.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51360.0;Groupe scolaire de La Liette;Eperlecques;062;62297;Pas-de-Calais;Lille;50.80985545452726,2.1673571710368082
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62861;VIMY;0622693R;privé sous contrat;125.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51439.0;Ecole primaire privée Sainte Thérèse;Vimy;062;62861;Pas-de-Calais;Lille;50.37420893733142,2.811440615406594
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62037;ANZIN SAINT AUBIN;0622953Y;public;125.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51513.0;Ecole élémentaire Lucie Aubrac;Anzin-Saint-Aubin;062;62037;Pas-de-Calais;Lille;50.311281715595,2.750179343927946
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62727;RUITZ;0623216J;public;104.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51569.0;Ecole élémentaire Jacques Prévert;Ruitz;062;62727;Pas-de-Calais;Lille;50.46374063167201,2.5863801513495295
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62774;SANGATTE;0623426M;public;106.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51604.0;Ecole primaire Ferry-Les Ptits Loups de Mer;Sangatte;062;62774;Pas-de-Calais;Lille;50.9563760173754,1.8054705481195232
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59564;LA SENTINELLE;0594967D;public;83.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50001.0;Ecole élémentaire Joliot-Curie;La Sentinelle;059;59564;Nord;Lille;50.34930933673459,3.485589961457575
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59650;WATTRELOS;0595320M;public;99.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50063.0;Ecole primaire Pierre Curie;Wattrelos;059;59650;Nord;Lille;50.7058612012796,3.237729926624497
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0595938J;public;73.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50108.0;Ecole primaire Voltaire-Diderot;Roubaix;059;59512;Nord;Lille;50.69687989531362,3.1670693540489463
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59098;BOUSBECQUE;0595976A;privé sous contrat;123.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50113.0;Ecole primaire privée Saint Ignace;Bousbecque;059;59098;Nord;Lille;50.770242108856905,3.0785499065157884
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59272;GRAND FORT PHILIPPE;0596363W;public;89.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50160.0;Ecole élémentaire Georges Manier;Grand-Fort-Philippe;059;59272;Nord;Lille;50.99991736030278,2.105629293200328
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59079;BEUVRAGES;0596429T;public;82.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50179.0;Ecole élémentaire Paul Langevin;Beuvrages;059;59079;Nord;Lille;50.381978833950164,3.5059694335620772
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0596726R;privé sous contrat;101.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50259.0;Ecole primaire privée Saint Jean-Baptiste;Roubaix;059;59512;Nord;Lille;50.67936541793332,3.1804593869140434
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62418;HAUTEVILLE;0620490W;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;50966.0;Ecole élémentaire RPI 51;Hauteville;062;62418;Pas-de-Calais;Lille;50.27346846377607,2.5731098266424937
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62384;GRAINCOURT LES HAVRINCOURT;0620615G;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;50990.0;Ecole primaire RPI 64;Graincourt-lès-Havrincourt;062;62384;Pas-de-Calais;Lille;50.143756466591455,3.111169751842593
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62009;ADINFER;0620696V;public;103.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51009.0;Ecole élémentaire RPI 99;Adinfer;062;62009;Pas-de-Calais;Lille;50.194212692460475,2.708619432410214
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62146;BOIRY SAINT MARTIN;0620705E;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51014.0;Ecole primaire RPI 6;Boiry-Saint-Martin;062;62146;Pas-de-Calais;Lille;50.19965322817475,2.7586394140526935
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62399;HABARCQ;0620711L;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51016.0;Ecole élémentaire RPI 26;Habarcq;062;62399;Pas-de-Calais;Lille;50.30573161309243,2.6118600291977696
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62703;REMY;0620765V;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51033.0;Ecole élémentaire Sensée Cojeul RPI 54;Rémy;062;62703;Pas-de-Calais;Lille;50.253673743540624,2.9571794306134893
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62251;COURSET;0620885A;public;97.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51050.0;Ecole élémentaire RPI 156;Courset;062;62251;Pas-de-Calais;Lille;50.64894326554605,1.852810635696487
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62083;BARLIN;0620970T;public;80.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51072.0;Ecole élémentaire Louis Pasteur;Barlin;062;62083;Pas-de-Calais;Lille;50.45203901482476,2.6194902256641037
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0621052G;public;81.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51096.0;Ecole primaire Condé;Calais;062;62193;Pas-de-Calais;Lille;50.94398959573012,1.8426301170444945
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0621079L;public;82.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51101.0;Ecole élémentaire Chateaubriand;Calais;062;62193;Pas-de-Calais;Lille;50.95540374949885,1.8715297973591456
