rentree_scolaire;code_region;region;code_de_l_academie;academie;code_du_departement;departement;code_insee_de_la_commune;nom_de_la_commune;uai;secteur;ips;ips_national_prive;ips_national_public;ips_national;ips_academique_prive;ips_academique_public;ips_academique;ips_departemental_prive;ips_departemental_public;ips_departemental;num_ligne;appellation_officielle;libelle_commune;code_departement;code_commune;libelle_departement;libelle_academie;position
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59616;VIEUX CONDE;0594222U;public;75.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49830.0;Ecole élémentaire Marcel Caby;Vieux-Condé;059;59616;Nord;Lille;50.46202998835782,3.569230281079524
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59183;DUNKERQUE;0594471P;public;104.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49872.0;Ecole élémentaire Kleber;Dunkerque;059;59183;Nord;Lille;51.05135681098798,2.4056793890219317
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59392;MAUBEUGE;0594561M;public;67.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49899.0;Ecole primaire Epinette 1-Pierre Corneille;Maubeuge;059;59392;Nord;Lille;50.289509805892955,3.9583597429225788
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59137;CATILLON SUR SAMBRE;0594588S;public;88.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49910.0;Ecole primaire Albert Goris;Catillon-sur-Sambre;059;59137;Nord;Lille;50.07301722397221,3.643850104723314
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59390;MASNY;0594708X;public;93.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49951.0;Ecole primaire Robert-Perrault;Masny;059;59390;Nord;Lille;50.34487519902314,3.2035798187470177
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59632;WALLERS;0594787H;public;98.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49962.0;Ecole élémentaire du Centre;Wallers;059;59632;Nord;Lille;50.37536536090423,3.3920402252819537
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59041;BACHANT;0594908P;public;89.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49975.0;Ecole élémentaire Anne Godeau;Bachant;059;59041;Nord;Lille;50.21191204158255,3.863480480204272
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59286;HAUBOURDIN;0594930N;public;102.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49983.0;Ecole élémentaire Louis Cordonnier;Haubourdin;059;59286;Nord;Lille;50.61329692560199,2.9917401992710855
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59455;PAILLENCOURT;0594957T;public;106.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49995.0;Ecole primaire;Paillencourt;059;59455;Nord;Lille;50.2461774013758,3.278169833540444
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0594965B;public;70.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50000.0;Ecole primaire Léon Gambetta;Roubaix;059;59512;Nord;Lille;50.692993896584916,3.1857496494575934
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59165;CUINCY;0590362Y;public;108.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49008.0;Ecole élémentaire Joliot-Curie;Cuincy;059;59165;Nord;Lille;50.38172467361155,3.0438796780787536
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59023;AUBENCHEUL AU BAC;0590531G;public;104.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49038.0;Ecole élémentaire Henri Matisse RPI 23;Aubencheul-au-Bac;059;59023;Nord;Lille;50.25709625160893,3.15854047419612
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59104;BOUSSOIS;0590705W;public;81.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49077.0;Ecole élémentaire Ernest Carlin;Boussois;059;59104;Nord;Lille;50.29109018949991,4.037109771227574
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59143;LA CHAPELLE D ARMENTIERES;0590832J;public;120.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49108.0;Ecole primaire Wez Macquart;La Chapelle-d'Armentières;059;59143;Nord;Lille;50.659407646707436,2.9267497406143845
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59291;HAUTMONT;0591347U;public;70.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49211.0;Ecole primaire Victor Hugo;Hautmont;059;59291;Nord;Lille;50.25694181858534,3.9069205127848576
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0592072G;public;65.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49355.0;Ecole primaire Condorcet;Roubaix;059;59512;Nord;Lille;50.68919961384588,3.1587502672660275
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59514;ROUSIES;0592114C;public;103.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49370.0;Ecole primaire Pasteur;Rousies;059;59514;Nord;Lille;50.26756605142716,3.9790005279168215
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59543;SAINT REMY DU NORD;0592196S;public;92.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49392.0;Ecole primaire du Mal Battuth;Saint-Remy-du-Nord;059;59543;Nord;Lille;50.22884099226802,3.9029302791804623
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59579;STEENE;0592287R;public;108.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49410.0;Ecole primaire Emile Zola;Steene;059;59579;Nord;Lille;50.96476579313575,2.347570345862703
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59579;STEENE;0592288S;public;96.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49411.0;Ecole primaire Pierre Dewaele;Steene;059;59579;Nord;Lille;50.95140713010229,2.3700603969721112
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59586;TEMPLEUVE EN PEVELE;0592308N;public;122.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49416.0;Groupe scolaire Marie Navart;Templeuve-en-Pévèle;059;59586;Nord;Lille;50.53103744500537,3.171682582508951
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59650;WATTRELOS;0592509G;public;92.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49467.0;Ecole primaire Lavoisier;Wattrelos;059;59650;Nord;Lille;50.70043941225609,3.2039193804829504
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59560;SECLIN;0592642B;public;95.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49490.0;Ecole élémentaire Paul Durot;Seclin;059;59560;Nord;Lille;50.547516082405764,3.0421197725587947
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59606;VALENCIENNES;0592679S;public;116.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49496.0;Ecole élémentaire Jehan Froissart;Valenciennes;059;59606;Nord;Lille;50.36026145509145,3.5278393619920507
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0621293U;public;83.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51165.0;Ecole élémentaire Guy Mollet;Hénin-Beaumont;062;62427;Pas-de-Calais;Lille;50.424022594945995,2.940640465623979
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62587;MONTIGNY EN GOHELLE;0621304F;public;90.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51167.0;Ecole élémentaire Danièle Casanova;Montigny-en-Gohelle;062;62587;Pas-de-Calais;Lille;50.42572077436309,2.9282906245621314
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62369;GAVRELLE;0621423K;public;119.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51194.0;Ecole élémentaire RPI 76;Gavrelle;062;62369;Pas-de-Calais;Lille;50.3301594260104,2.883889976128515
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62811;THEROUANNE;0621720H;public;103.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51263.0;Groupe scolaire de La Morinie - Regroupement Pédagogique Intercommunal Concentré (RPC) de SAINT-AUGUSTIN;Saint-Augustin;062;62691;Pas-de-Calais;Lille;50.63501015690877,2.261599942054211
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62681;QUIESTEDE;0621727R;public;110.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51265.0;Ecole primaire;Quiestède;062;62681;Pas-de-Calais;Lille;50.679100610243815,2.3180399279941812
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62900;WITTERNESSE;0621894X;public;98.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51309.0;Ecole élémentaire Sully RPI 126;Witternesse;062;62900;Pas-de-Calais;Lille;50.61044388971188,2.3616705407615153
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62616;NOEUX LES AUXI;0621949G;public;94.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51323.0;Ecole élémentaire RPI 148;Noeux-lès-Auxi;062;62616;Pas-de-Calais;Lille;50.23509920841697,2.1751402201886445
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622446X;public;96.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51367.0;Ecole primaire Thomas Pesquet;Arras;062;62041;Pas-de-Calais;Lille;50.29398519508631,2.7308597970730366
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62065;AVION;0622447Y;public;92.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51368.0;Ecole primaire Marcel Cachin;Avion;062;62065;Pas-de-Calais;Lille;50.41330679786761,2.8123200820072656
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62423;HELFAUT;0622468W;public;99.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51375.0;Ecole primaire Dolto - Kergomard;Helfaut;062;62423;Pas-de-Calais;Lille;50.697008250309686,2.2433296308342245
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62489;LAPUGNOY;0622640H;privé sous contrat;109.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51410.0;Ecole primaire privée Notre-Dame;Lapugnoy;062;62489;Pas-de-Calais;Lille;50.51623740586258,2.5402999630523575
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62637;OIGNIES;0622677Y;privé sous contrat;118.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51429.0;Ecole primaire privée Sainte Henriette;Oignies;062;62637;Pas-de-Calais;Lille;50.46922535392048,2.9934304607554196
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622711K;privé sous contrat;133.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51447.0;Ecole primaire privée Saint Joseph;Arras;062;62041;Pas-de-Calais;Lille;50.290507208237784,2.770540468546942
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62276;DOUVRIN;0622748A;privé sous contrat;113.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51473.0;Ecole primaire privée Sainte Florine;Douvrin;062;62276;Pas-de-Calais;Lille;50.508431267402024,2.832410236712044
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0622818B;public;76.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51482.0;Ecole élémentaire Louis Pasteur;Béthune;062;62119;Pas-de-Calais;Lille;50.537625160886726,2.6377703260199645
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62318;ETAPLES;0623151N;public;75.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51560.0;Ecole primaire Rombly;Etaples;062;62318;Pas-de-Calais;Lille;50.5214248073676,1.6500294040631542
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59202;ERQUINGHEM LYS;0590322E;public;103.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49003.0;Ecole élémentaire des enfants d'Ercan;Erquinghem-Lys;059;59202;Nord;Lille;50.678712192868446,2.8477400749448125
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59014;ANZIN;0590488K;public;83.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49033.0;Ecole élémentaire Simone Veil;Anzin;059;59014;Nord;Lille;50.37434672787134,3.5051236578089253
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59018;ARNEKE;0590522X;public;104.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49037.0;Ecole primaire;Arnèke;059;59018;Nord;Lille;50.8321148715724,2.4129096478052703
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59094;BOURBOURG;0590689D;public;80.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49071.0;Ecole primaire Lamartine;Bourbourg;059;59094;Nord;Lille;50.951892451049495,2.1982301217132587
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59097;BOURSIES;0590692G;public;88.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49072.0;Ecole élémentaire niveau 2 RPI 2;Boursies;059;59097;Nord;Lille;50.14038460009022,3.035419692526845
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59105;BOUVIGNIES;0590706X;public;122.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49078.0;Ecole primaire Pigeon Vole;Bouvignies;059;59105;Nord;Lille;50.43377560991546,3.246309337512229
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59177;DOMPIERRE SUR HELPE;0590930R;public;87.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49132.0;Ecole primaire Les Boutons d'Or;Dompierre-sur-Helpe;059;59177;Nord;Lille;50.14400021922354,3.8654104907175677
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59009;VILLENEUVE D ASCQ;0591180M;public;128.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49174.0;Ecole élémentaire Jean Jaurès;Villeneuve-d'Ascq;059;59009;Nord;Lille;50.66893973996409,3.145552682002387
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59247;FOREST SUR MARQUE;0591209U;public;123.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49177.0;Ecole primaire Georges Brassens;Forest-sur-Marque;059;59247;Nord;Lille;50.63391316096185,3.1906095487109094
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59257;FROMELLES;0591243F;public;119.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49191.0;Ecole primaire des Cobbers;Fromelles;059;59257;Nord;Lille;50.606150387437864,2.8534798188759347
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59320;ILLIES;0591451G;public;109.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49228.0;Ecole primaire Jean Monnet;Illies;059;59320;Nord;Lille;50.56082341109622,2.831639661746806
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0591563D;public;96.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49245.0;Ecole primaire Madame de Maintenon;Lille;059;59350;Nord;Lille;50.633612039651375,3.043720150809456
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59368;LA MADELEINE;0591718X;public;134.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49278.0;Ecole élémentaire Louise de Bettignies;La Madeleine;059;59368;Nord;Lille;50.65207698541467,3.0729403087035236
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59388;MARQUILLIES;0591873R;public;115.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49298.0;Ecole primaire Jacques Prévert;Marquillies;059;59388;Nord;Lille;50.55732631342619,2.8667799233106623
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59538;SAINT MOMELIN;0592176V;public;96.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49388.0;Ecole primaire;Saint-Momelin;059;59538;Nord;Lille;50.79369207264301,2.2496397585934402
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59597;TILLOY LEZ CAMBRAI;0592328K;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49425.0;Ecole primaire;Tilloy-lez-Cambrai;059;59597;Nord;Lille;50.19612194624833,3.220040240266173
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59633;WALLERS EN FAGNE;0592491M;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49460.0;Ecole primaire des cigognes noires;Wallers-en-Fagne;059;59633;Nord;Lille;50.06404140796026,4.176240199891711
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59082;BIERNE;0593523J;public;103.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49526.0;Ecole primaire Joseph Leprêtre;Bierne;059;59082;Nord;Lille;50.96407390289232,2.410549307579455
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0593567G;public;75.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49560.0;Ecole primaire Arago - Jacquart;Lille;059;59350;Nord;Lille;50.62167161670277,3.0608796382583474
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59205;ESCAUDAIN;0593634E;public;74.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49577.0;Ecole élémentaire Roger Salengro;Escaudain;059;59205;Nord;Lille;50.32701827629599,3.3573401871682957
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59090;BONDUES;0593781P;privé sous contrat;142.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49633.0;Ecole primaire privée Saint Joseph;Bondues;059;59090;Nord;Lille;50.701574604874224,3.0971401564581207
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59253;FRESNES SUR ESCAUT;0593799J;privé sous contrat;97.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49640.0;Ecole primaire privée Sacré-Coeur;Fresnes-sur-Escaut;059;59253;Nord;Lille;50.43423610964094,3.5772695360929427
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59183;DUNKERQUE;0594002E;privé sous contrat;129.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49722.0;Ecole primaire privée Sainte Claire d'Assise;Dunkerque;059;59183;Nord;Lille;51.047780360786824,2.398599387082953
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59421;MOUVAUX;0594044A;privé sous contrat;118.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49741.0;Ecole primaire privée Saint François;Mouvaux;059;59421;Nord;Lille;50.71595346896034,3.139490113219505
