Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2018-2019;LILLE;059;NORD;0591946V;ECOLE PRIMAIRE LES PETITS SABOTS;59441;OBIES;public;114.0
2018-2019;LILLE;059;NORD;0591972Y;ECOLE PRIMAIRE JULES FERRY;59482;QUESNOY SUR DEULE;public;99.7
2018-2019;LILLE;059;NORD;0591982J;ECOLE PRIMAIRE JULES FERRY;59488;RAILLENCOURT SAINTE OLLE;public;110.4
2018-2019;LILLE;059;NORD;0592008M;ECOLE PRIMAIRE PHILIPPE DE COMMYNES;59497;RENESCURE;public;100.3
2018-2019;LILLE;059;NORD;0592018Y;ECOLE PRIMAIRE JEAN JAURES;59502;RIEUX EN CAMBRESIS;public;94.3
2018-2019;LILLE;059;NORD;0592022C;ECOLE PRIMAIRE;59505;ROMBIES ET MARCHIPONT;public;117.7
2018-2019;LILLE;059;NORD;0592028J;ECOLE PRIMAIRE PIERRE BROSSOLETTE;59507;RONCHIN;public;98.1
2018-2019;LILLE;059;NORD;0592043A;ECOLE PRIMAIRE LOUISE DE BETTIGNIES;59183;DUNKERQUE;public;80.7
2018-2019;LILLE;059;NORD;0592046D;ECOLE PRIMAIRE MARCELIN BERTHELOT;59183;DUNKERQUE;public;98.9
2018-2019;LILLE;059;NORD;0592058S;ECOLE PRIMAIRE OLIVIER DE SERRES;59512;ROUBAIX;public;62.3
2018-2019;LILLE;059;NORD;0592072G;ECOLE PRIMAIRE CONDORCET;59512;ROUBAIX;public;61.6
2018-2019;LILLE;059;NORD;0592080R;ECOLE PRIMAIRE EDOUARD VAILLANT;59512;ROUBAIX;public;90.2
2018-2019;LILLE;059;NORD;0592114C;ECOLE PRIMAIRE PASTEUR;59514;ROUSIES;public;104.8
2018-2019;LILLE;059;NORD;0592126R;ECOLE PRIMAIRE JULES FERRY;59520;RUMILLY EN CAMBRESIS;public;95.6
2018-2019;LILLE;059;NORD;0592147N;ECOLE PRIMAIRE LOUISE DEMATTE;59526;SAINT AMAND LES EAUX;public;108.9
2018-2019;LILLE;059;NORD;0592150S;ECOLE PRIMAIRE BRACKE DESROUSSEAUX;59526;SAINT AMAND LES EAUX;public;90.8
2018-2019;LILLE;059;NORD;0592176V;ECOLE PRIMAIRE;59538;SAINT MOMELIN;public;88.4
2018-2019;LILLE;059;NORD;0592193N;ECOLE PRIMAIRE;59542;SAINT REMY CHAUSSEE;public;96.2
2018-2019;LILLE;059;NORD;0592204A;ECOLE PRIMAIRE JACQUES PREVERT;59546;SAINT SYLVESTRE CAPPEL;public;107.1
2018-2019;LILLE;059;NORD;0592213K;ECOLE PRIMAIRE;59551;SAMEON;public;124.4
2018-2019;LILLE;059;NORD;0592250A;ECOLE PRIMAIRE ROGER SALENGRO;59569;SIN LE NOBLE;public;78.9
2018-2019;LILLE;059;NORD;0592287R;ECOLE PRIMAIRE GRAND MILLEBRUGGHE;59579;STEENE;public;100.8
2018-2019;LILLE;059;NORD;0592308N;GROUPE SCOLAIRE MARIE NAVART;59586;TEMPLEUVE EN PEVELE;public;116.0
2018-2019;LILLE;059;NORD;0592315W;ECOLE PRIMAIRE;59590;THIENNES;public;82.8
2018-2019;LILLE;059;NORD;0592318Z;ECOLE PRIMAIRE HAINAUT BAUGNIES;59591;THIVENCELLE;public;76.4
2018-2019;LILLE;059;NORD;0592326H;ECOLE PRIMAIRE;59595;THUN SAINT MARTIN;public;113.1
2018-2019;LILLE;059;NORD;0592327J;ECOLE PRIMAIRE BERNARD HINAULT;59596;TILLOY LEZ MARCHIENNES;public;126.0
2018-2019;LILLE;059;NORD;0592329L;ECOLE PRIMAIRE JACQUES PREVERT;59598;TOUFFLERS;public;111.9
2018-2019;LILLE;059;NORD;0592346E;ECOLE PRIMAIRE PAUL CLAUDEL;59599;TOURCOING;public;65.7
2018-2019;LILLE;059;NORD;0592353M;ECOLE PRIMAIRE CONDORCET;59599;TOURCOING;public;74.3
2018-2019;LILLE;059;NORD;0592387Z;ECOLE PRIMAIRE CENTRE;59603;TRITH SAINT LEGER;public;88.7
2018-2019;LILLE;059;NORD;0592397K;ECOLE PRIMAIRE;59605;UXEM;public;116.7
2018-2019;LILLE;059;NORD;0592429V;ECOLE PRIMAIRE;59607;VENDEGIES AU BOIS;public;103.5
2018-2019;LILLE;059;NORD;0592462F;ECOLE PRIMAIRE MARC ET OLGA CHOQUET;59619;VILLEREAU;public;121.7
2018-2019;LILLE;059;NORD;0592463G;ECOLE PRIMAIRE;59620;VILLERS AU TERTRE;public;104.7
2018-2019;LILLE;059;NORD;0592495S;ECOLE PRIMAIRE JULES FERRY;59636;WAMBRECHIES;public;113.2
2018-2019;LILLE;059;NORD;0592502Z;ECOLE PRIMAIRE PABLO PICASSO;59638;WANNEHAIN;public;121.5
2018-2019;LILLE;059;NORD;0592503A;ECOLE PRIMAIRE PIERRE PISSON;59639;WARGNIES LE GRAND;public;116.8
2018-2019;LILLE;059;NORD;0592513L;ECOLE PRIMAIRE ANATOLE FRANCE;59650;WATTRELOS;public;86.5
2018-2019;LILLE;059;NORD;0592514M;ECOLE PRIMAIRE LEO LAGRANGE;59650;WATTRELOS;public;74.0
2018-2019;LILLE;059;NORD;0592561N;ECOLE PRIMAIRE LEON GAMBETTA;59654;WAZIERS;public;82.7
2018-2019;LILLE;059;NORD;0592672J;ECOLE PRIMAIRE PIERRE LOTI;59328;LAMBERSART;public;122.2
2018-2019;LILLE;059;NORD;0592698M;ECOLE PRIMAIRE BUFQUIN FONTELLAYE;59178;DOUAI;public;139.6
2018-2019;LILLE;059;NORD;0592723P;ECOLE PRIMAIRE MAURICE BONNOT;59599;TOURCOING;public;103.8
2018-2019;LILLE;059;NORD;0592825A;ECOLE PRIMAIRE ALBERT CAMUS;59512;ROUBAIX;public;76.0
2018-2019;LILLE;059;NORD;0592877G;ECOLE PRIMAIRE ROGER SALENGRO;59286;HAUBOURDIN;public;87.9
2018-2019;LILLE;059;NORD;0593282X;ECOLE PRIMAIRE ALBERT CAMUS;59650;WATTRELOS;public;78.1
2018-2019;LILLE;059;NORD;0593467Y;ECOLE PRIMAIRE EDOUARD HERRIOT;59350;LILLE;public;118.3
2018-2019;LILLE;059;NORD;0593529R;ECOLE PRIMAIRE;59181;DOURLERS;public;104.7
2018-2019;LILLE;059;NORD;0593533V;ECOLE PRIMAIRE IRENE JOLIOT CURIE;59227;FENAIN;public;96.1
2018-2019;LILLE;059;NORD;0593547K;ECOLE PRIMAIRE;59402;MILLAM;public;107.0
2018-2019;LILLE;059;NORD;0593548L;ECOLE PRIMAIRE CEZANNE;59409;MONCHECOURT;public;65.9
2018-2019;LILLE;059;NORD;0593549M;ECOLE PRIMAIRE LEON PAUL BOISSEAU;59444;ODOMEZ;public;80.2
2018-2019;LILLE;059;NORD;0593636G;ECOLE PRIMAIRE SUZANNE LANOY;59203;ERRE;public;99.7
2018-2019;LILLE;059;NORD;0593640L;ECOLE PRIMAIRE JULES FERRY;59316;HOUPLIN ANCOISNE;public;119.0
2018-2019;LILLE;059;NORD;0593646T;ECOLE PRIMAIRE CHARLES PERRAULT;59416;MORBECQUE;public;95.2
2018-2019;LILLE;059;NORD;0593692T;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE GRACE;59120;CAESTRE;privé sous contrat;116.0
2018-2019;LILLE;059;NORD;0593700B;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59124;CAMPHIN EN PEVELE;privé sous contrat;126.6
2018-2019;LILLE;059;NORD;0593708K;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59146;CHERENG;privé sous contrat;142.9
2018-2019;LILLE;059;NORD;0593711N;ECOLE PRIMAIRE PRIVEE NOTRE DAME;59152;COMINES;privé sous contrat;106.2
2018-2019;LILLE;059;NORD;0593715T;ECOLE PRIMAIRE PRIVEE LA SALLE;59155;COUDEKERQUE BRANCHE;privé sous contrat;104.7
2018-2019;LILLE;059;NORD;0593723B;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;59163;CROIX;privé sous contrat;133.2
2018-2019;LILLE;059;NORD;0593729H;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59173;DEULEMONT;privé sous contrat;116.6
2018-2019;LILLE;059;NORD;0593735P;ECOLE PRIMAIRE PRIVEE SAINT MARTIN;59202;ERQUINGHEM LYS;privé sous contrat;115.8
2018-2019;LILLE;059;NORD;0593757N;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59029;AUCHY LEZ ORCHIES;privé sous contrat;134.2
2018-2019;LILLE;059;NORD;0593768A;ECOLE PRIMAIRE PRIVEE NOTRE DAME;59051;LA BASSEE;privé sous contrat;111.6
2018-2019;LILLE;059;NORD;0593771D;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59056;BEAUCAMPS LIGNY;privé sous contrat;137.1
2018-2019;LILLE;059;NORD;0593781P;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59090;BONDUES;privé sous contrat;141.9
2018-2019;LILLE;059;NORD;0593784T;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59094;BOURBOURG;privé sous contrat;97.5
2018-2019;LILLE;059;NORD;0593799J;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59253;FRESNES SUR ESCAUT;privé sous contrat;93.8
2018-2019;LILLE;059;NORD;0593816C;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;59327;LALLAING;privé sous contrat;110.0
2018-2019;LILLE;059;NORD;0593817D;ECOLE PRIMAIRE PRIVEE JEANNE D ARC SAINTE THERESE;59328;LAMBERSART;privé sous contrat;133.4
2018-2019;LILLE;059;NORD;0593819F;ECOLE PRIMAIRE PRIVEE SAINTE ODILE;59328;LAMBERSART;privé sous contrat;123.7
2018-2019;LILLE;059;NORD;0593828R;ECOLE PRIMAIRE PRIVEE SAINT PAUL;59350;LILLE;privé sous contrat;137.6
2018-2019;LILLE;059;NORD;0593862C;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA MARLIERE;59599;TOURCOING;privé sous contrat;91.2
2018-2019;LILLE;059;NORD;0593872N;ECOLE PRIMAIRE PRIVEE SAINT HENRI;59009;VILLENEUVE D ASCQ;privé sous contrat;137.9
2018-2019;LILLE;059;NORD;0593879W;ECOLE PRIMAIRE PRIVEE NOTRE DAME;59641;WARHEM;privé sous contrat;109.7
2018-2019;LILLE;059;NORD;0593912G;ECOLE PRIMAIRE PRIVEE SAINTE MARTHE;59401;METEREN;privé sous contrat;113.3
2018-2019;LILLE;059;NORD;0593913H;ECOLE PRIMAIRE PRIVEE SAINT HONORE LA TREILLE;59410;MONS EN BAROEUL;privé sous contrat;107.8
2018-2019;LILLE;059;NORD;0593916L;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;59421;MOUVAUX;privé sous contrat;143.7
2018-2019;LILLE;059;NORD;0593935G;ECOLE PRIMAIRE PRIVEE SAINT ELOI;59512;ROUBAIX;privé sous contrat;67.7
2018-2019;LILLE;059;NORD;0593938K;ECOLE PRIMAIRE PRIVEE CHARLES DE FOUCAULD;59512;ROUBAIX;privé sous contrat;72.9
2018-2019;LILLE;059;NORD;0593964N;ECOLE PRIMAIRE PRIVEE THERESE D AVILA;59350;LILLE;privé sous contrat;144.2
2018-2019;LILLE;059;NORD;0593999B;ECOLE PRIMAIRE PRIVEE SAINT VINCENT DE PAUL;59178;DOUAI;privé sous contrat;80.6
2018-2019;LILLE;059;NORD;0594001D;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;59183;DUNKERQUE;privé sous contrat;115.4
2018-2019;LILLE;059;NORD;0594026F;ECOLE PRIMAIRE PRIVEE NOTRE DAME DES FIEVRES;59279;HALLUIN;privé sous contrat;87.7
2018-2019;LILLE;059;NORD;0594041X;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;59314;HORNAING;privé sous contrat;94.3
2018-2019;LILLE;059;NORD;0594049F;ECOLE PRIMAIRE PRIVEE SAINT MARTIN;59435;NOMAIN;privé sous contrat;124.3
2018-2019;LILLE;059;NORD;0594051H;ECOLE PRIMAIRE PRIVEE PROVIDENCE FOUCAULD;59183;DUNKERQUE;privé sous contrat;92.7
2018-2019;LILLE;059;NORD;0594058R;ECOLE PRIMAIRE PRIVEE SAINT REMY;59504;ROEULX;privé sous contrat;99.0
2018-2019;LILLE;059;NORD;0594109W;ECOLE PRIMAIRE PRIVEE SAINT RAPHAEL;59599;TOURCOING;privé sous contrat;109.5
2018-2019;LILLE;059;NORD;0594122K;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59611;VERLINGHEM;privé sous contrat;127.5
2018-2019;LILLE;059;NORD;0594126P;ECOLE PRIMAIRE PRIVEE SAINT ADRIEN LA SALLE;59009;VILLENEUVE D ASCQ;privé sous contrat;130.4
2018-2019;LILLE;059;NORD;0594130U;ECOLE PRIMAIRE PRIVEE LA PROVIDENCE;59636;WAMBRECHIES;privé sous contrat;113.8
2018-2019;LILLE;059;NORD;0594140E;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59660;WILLEMS;privé sous contrat;126.1
2018-2019;LILLE;059;NORD;0594142G;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59663;WORMHOUT;privé sous contrat;115.9
2018-2019;LILLE;059;NORD;0594175T;ECOLE PRIMAIRE JOLIOT CURIE;59037;AVESNES LES AUBERT;public;84.0
2018-2019;LILLE;059;NORD;0594178W;ECOLE PRIMAIRE SEVIGNE;59094;BOURBOURG;public;80.1
2018-2019;LILLE;059;NORD;0594179X;ECOLE PRIMAIRE MARCEL PAGNOL;59117;BUGNICOURT;public;104.9
2018-2019;LILLE;059;NORD;0594185D;ECOLE PRIMAIRE PAUL LANGEVIN;59205;ESCAUDAIN;public;84.5
2018-2019;LILLE;059;NORD;0594188G;ECOLE PRIMAIRE;59214;ESTREES;public;105.2
2018-2019;LILLE;059;NORD;0594201W;ECOLE PRIMAIRE;59377;MARCOING;public;98.9
2018-2019;LILLE;059;NORD;0594203Y;ECOLE PRIMAIRE HUREZ SAINT NICOLAS;59383;MARLY;public;107.0
2018-2019;LILLE;059;NORD;0594213J;ECOLE PRIMAIRE GEORGES PAMART;59480;QUERENAING;public;116.0
2018-2019;LILLE;059;NORD;0594216M;ECOLE PRIMAIRE DES QUATRE VENTS;59525;SAINS DU NORD;public;94.5
2018-2019;LILLE;059;NORD;0594224W;ECOLE PRIMAIRE;59637;WANDIGNIES HAMAGE;public;107.2
2018-2019;LILLE;059;NORD;0594254D;GROUPE SCOLAIRE VERDUN LES LUTINS;59036;AVESNES SUR HELPE;public;58.4
2018-2019;LILLE;059;NORD;0594277D;ECOLE PRIMAIRE GEORGES FORTRY;59647;WATTEN;public;84.9
2018-2019;LILLE;059;NORD;0594282J;ECOLE PRIMAIRE JULES LEROUX;59074;BERTRY;public;86.1
2018-2019;LILLE;059;NORD;0594321B;ECOLE PRIMAIRE GEORGE SAND;59648;WATTIGNIES;public;103.6
2018-2019;LILLE;059;NORD;0594323D;ECOLE PRIMAIRE CHARLES DE GAULLE;59646;WASQUEHAL;public;89.5
2018-2019;LILLE;059;NORD;0594351J;GROUPE SCOLAIRE LOUIS DUVANT;59606;VALENCIENNES;public;79.7
2018-2019;LILLE;059;NORD;0594354M;ECOLE PRIMAIRE MAXENCE VAN DER MEERSCH;59641;WARHEM;public;98.1
2018-2019;LILLE;059;NORD;0594467K;ECOLE PRIMAIRE PIERRE CORNEILLE;59122;CAMBRAI;public;90.0
2018-2019;LILLE;059;NORD;0594477W;ECOLE PRIMAIRE ROLLIN QUINET;59350;LILLE;public;82.5
2018-2019;LILLE;059;NORD;0594480Z;ECOLE PRIMAIRE LUCIE AUBRAC;59421;MOUVAUX;public;115.1
2018-2019;LILLE;059;NORD;0594485E;ECOLE PRIMAIRE JACQUES BREL;59557;SAULTAIN;public;106.3
2018-2019;LILLE;059;NORD;0594492M;ECOLE PRIMAIRE MAURICE THOREZ;59651;WAVRECHAIN SOUS DENAIN;public;73.2
2018-2019;LILLE;059;NORD;0594561M;ECOLE PRIMAIRE EPINETTE 1 PIERRE CORNEILLE;59392;MAUBEUGE;public;65.3
2018-2019;LILLE;059;NORD;0594570X;ECOLE PRIMAIRE;59608;VENDEGIES SUR ECAILLON;public;113.8
2018-2019;LILLE;059;NORD;0594575C;ECOLE PRIMAIRE LEON JOUHAUX;59350;LILLE;public;87.8
2018-2019;LILLE;059;NORD;0594585N;ECOLE PRIMAIRE DU FLEURY D ALCY;59029;AUCHY LEZ ORCHIES;public;119.5
2018-2019;LILLE;059;NORD;0594586P;ECOLE PRIMAIRE;59036;AVESNES SUR HELPE;public;70.9
2018-2019;LILLE;059;NORD;0594595Z;ECOLE PRIMAIRE FLORIAN LAMARTINE;59220;FACHES THUMESNIL;public;87.0
2018-2019;LILLE;059;NORD;0594604J;ECOLE PRIMAIRE;59470;PREMESQUES;public;124.8
2018-2019;LILLE;059;NORD;0594605K;ECOLE PRIMAIRE GUY MOLLET;59507;RONCHIN;public;97.2
2018-2019;LILLE;059;NORD;0594613U;ECOLE PRIMAIRE JEAN JAURES;59650;WATTRELOS;public;92.7
2018-2019;LILLE;059;NORD;0594623E;ECOLE PRIMAIRE MIREILLE DU NORD;59263;GOEULZIN;public;107.7
2018-2019;LILLE;059;NORD;0594683V;ECOLE PRIMAIRE JULES FERRY;59179;DOUCHY LES MINES;public;83.0
2018-2019;LILLE;059;NORD;0594696J;ECOLE PRIMAIRE RICHARD WAGNER;59350;LILLE;public;61.9
2018-2019;LILLE;059;NORD;0594708X;ECOLE PRIMAIRE CHARLES ROBERT;59390;MASNY;public;95.4
2018-2019;LILLE;059;NORD;0594712B;ECOLE PRIMAIRE CUVINOT;59447;ONNAING;public;70.1
2018-2019;LILLE;059;NORD;0594721L;ECOLE PRIMAIRE BELLEFORIERE;59509;ROOST WARENDIN;public;89.1
2018-2019;LILLE;059;NORD;0594727T;ECOLE PRIMAIRE CENTRE;59584;TAISNIERES SUR HON;public;112.5
2018-2019;LILLE;059;NORD;0594781B;ECOLE PRIMAIRE TOULOUSE LAUTREC;59009;VILLENEUVE D ASCQ;public;109.3
2018-2019;LILLE;059;NORD;0594820U;ECOLE PRIMAIRE;59363;LOUVIGNIES QUESNOY;public;115.5
2018-2019;LILLE;059;NORD;0594848Z;ECOLE PRIMAIRE CHARLEMAGNE;59051;LA BASSEE;public;97.3
2018-2019;LILLE;059;NORD;0594859L;ECOLE PRIMAIRE PRIVEE LACORDAIRE;59426;NEUVILLE EN FERRAIN;privé sous contrat;122.1
2018-2019;LILLE;059;NORD;0594923F;ECOLE PRIMAIRE BARBUSSE;59179;DOUCHY LES MINES;public;81.8
2018-2019;LILLE;059;NORD;0594932R;ECOLE PRIMAIRE HENRI BARBUSSE LOUISE MICHEL;59302;HERIN;public;89.5
2018-2019;LILLE;059;NORD;0594937W;ECOLE PRIMAIRE JEAN MINET;59350;LILLE;public;76.7
2018-2019;LILLE;059;NORD;0594939Y;ECOLE PRIMAIRE CURIE MICHELET;59360;LOOS;public;95.0
2018-2019;LILLE;059;NORD;0594940Z;ECOLE PRIMAIRE NELSON MANDELA;59365;LOUVROIL;public;71.7
2018-2019;LILLE;059;NORD;0594969F;GROUPE SCOLAIRE PAULETTE DEBLOCK;59569;SIN LE NOBLE;public;71.4
2018-2019;LILLE;059;NORD;0595021M;ECOLE PRIMAIRE RENE CASSIN;59239;FLINES LEZ RACHES;public;114.0
2018-2019;LILLE;059;NORD;0595027U;ECOLE PRIMAIRE;59274;LA GROISE;public;89.6
2018-2019;LILLE;059;NORD;0595227L;ECOLE PRIMAIRE;59021;ASSEVENT;public;99.0
2018-2019;LILLE;059;NORD;0595231R;ECOLE PRIMAIRE;59086;BOESCHEPE;public;103.7
2018-2019;LILLE;059;NORD;0595241B;ECOLE PRIMAIRE;59424;NEUF MESNIL;public;80.9
2018-2019;LILLE;059;NORD;0595246G;ECOLE PRIMAIRE JULES FERRY;59630;WAHAGNIES;public;99.8
2018-2019;LILLE;059;NORD;0595325T;ECOLE PRIMAIRE GARCIA LORCA;59271;GRANDE SYNTHE;public;93.9
2018-2019;LILLE;059;NORD;0595334C;ECOLE PRIMAIRE JULES VERNE;59183;DUNKERQUE;public;71.5
2018-2019;LILLE;059;NORD;0595350V;ECOLE PRIMAIRE PRIVEE LACORDAIRE;59650;WATTRELOS;privé sous contrat;87.4
2018-2019;LILLE;059;NORD;0595440T;ECOLE PRIMAIRE LES CYGNES DU BOIS D OSIERS;59273;GRAVELINES;public;91.7
2018-2019;LILLE;059;NORD;0595442V;ECOLE PRIMAIRE ELSA TRIOLET;59512;ROUBAIX;public;58.5
2018-2019;LILLE;059;NORD;0595495C;ECOLE PRIMAIRE MARIE CURIE;59276;GUESNAIN;public;83.7
2018-2019;LILLE;059;NORD;0595503L;ECOLE PRIMAIRE JULIE DAUBIE;59271;GRANDE SYNTHE;public;69.5
2018-2019;LILLE;059;NORD;0595509T;ECOLE PRIMAIRE EUGENE PAUWELS;59526;SAINT AMAND LES EAUX;public;75.7
2018-2019;LILLE;059;NORD;0595602U;ECOLE ELEMENTAIRE FRANCOIS VILLON;59512;ROUBAIX;public;76.2
2018-2019;LILLE;059;NORD;0595605X;ECOLE PRIMAIRE ARTHUR RIMBAUD;59011;ANNOEULLIN;public;119.7
2018-2019;LILLE;059;NORD;0595702C;ECOLE PRIMAIRE D APPLICATION ALBERT ET MARGUERITE DENVERS;59273;GRAVELINES;public;99.0
2018-2019;LILLE;059;NORD;0595942N;ECOLE PRIMAIRE PIERRE BROSSOLETTE;59650;WATTRELOS;public;73.8
2018-2019;LILLE;059;NORD;0595976A;ECOLE PRIMAIRE PRIVEE SAINT IGNACE;59098;BOUSBECQUE;privé sous contrat;121.2
2018-2019;LILLE;059;NORD;0596002D;ECOLE PRIMAIRE GEORGES BRASSENS JACQUES PREVERT;59028;AUBY;public;70.9
2018-2019;LILLE;059;NORD;0596017V;ECOLE PRIMAIRE PRIVEE SAINT BLAISE;59599;TOURCOING;privé sous contrat;102.2
2018-2019;LILLE;059;NORD;0596018W;ECOLE PRIMAIRE PRIVEE MARIE IMMACULEE;59606;VALENCIENNES;privé sous contrat;121.8
2018-2019;LILLE;059;NORD;0596111X;ECOLE PRIMAIRE PREVERT;59266;GONDECOURT;public;124.9
2018-2019;LILLE;059;NORD;0596114A;ECOLE PRIMAIRE EDGARD QUINET PAUL BERT;59512;ROUBAIX;public;67.1
2018-2019;LILLE;059;NORD;0596207B;ECOLE PRIMAIRE JULES FERRY;59326;KILLEM;public;88.1
2018-2019;LILLE;059;NORD;0596211F;GROUPE SCOLAIRE LES CHRYSALIDES;59387;MARQUETTE EN OSTREVANT;public;93.0
2018-2019;LILLE;059;NORD;0596297Z;ECOLE PRIMAIRE PAUL DELMAERE;59189;EECKE;public;119.6
2018-2019;LILLE;059;NORD;0596301D;ECOLE PRIMAIRE ANTOINE DE SAINT EXUPERY;59606;VALENCIENNES;public;68.7
2018-2019;LILLE;059;NORD;0596302E;ECOLE PRIMAIRE MONT DE PERUWELZ;59616;VIEUX CONDE;public;88.2
2018-2019;LILLE;059;NORD;0596304G;ECOLE PRIMAIRE PRIVEE SAINT CHRISTOPHE;59183;DUNKERQUE;privé sous contrat;105.2
2018-2019;LILLE;059;NORD;0596336S;ECOLE ELEMENTAIRE PRIVEE SAINTE MARIE;59482;QUESNOY SUR DEULE;privé sous contrat;121.6
2018-2019;LILLE;059;NORD;0596362V;ECOLE ELEMENTAIRE CENTRE;59509;ROOST WARENDIN;public;103.9
2018-2019;LILLE;059;NORD;0596363W;ECOLE ELEMENTAIRE GEORGES MANIER;59272;GRAND FORT PHILIPPE;public;83.9
2018-2019;LILLE;059;NORD;0596461C;ECOLE ELEMENTAIRE PRIVEE SAINT SAUVEUR ET SAINT EUBERT;59350;LILLE;privé sous contrat;115.0
2018-2019;LILLE;059;NORD;0596462D;ECOLE ELEMENTAIRE BELLEGAMBE LEMAY;59456;PECQUENCOURT;public;82.7
2018-2019;LILLE;059;NORD;0596465G;ECOLE ELEMENTAIRE PAUL DESSINGUEZ;59183;DUNKERQUE;public;83.5
2018-2019;LILLE;059;NORD;0596471N;ECOLE ELEMENTAIRE JACQUES BREL;59386;MARQUETTE LEZ LILLE;public;117.6
2018-2019;LILLE;059;NORD;0596493M;ECOLE ELEMENTAIRE PRIVEE SAINT ELOI;59599;TOURCOING;privé sous contrat;89.7
2018-2019;LILLE;059;NORD;0596505A;ECOLE ELEMENTAIRE APPLICATION;59350;LILLE;public;61.6
2018-2019;LILLE;059;NORD;0596518P;ECOLE ELEMENTAIRE PUBLIQUE DE BERSEE;59071;BERSEE;public;124.6
2018-2019;LILLE;059;NORD;0596524W;ECOLE PRIMAIRE JOLIOT CURIE;59170;DECHY;public;76.1
2018-2019;LILLE;059;NORD;0596525X;ECOLE ELEMENTAIRE FRANCOISE BADAR;59606;VALENCIENNES;public;74.9
2018-2019;LILLE;059;NORD;0596616W;ECOLE ELEMENTAIRE PRIVEE SAINT CHRISTOPHE;59378;MARCQ EN BAROEUL;privé sous contrat;137.9
2018-2019;LILLE;059;NORD;0596625F;ECOLE ELEMENTAIRE PUBLIQUE HENRI MATISSE;59553;SANTES;public;115.2
2018-2019;LILLE;059;NORD;0596641Y;ECOLE ELEMENTAIRE DU HAMEAU DE MACOU;59153;CONDE SUR L ESCAUT;public;67.2
2018-2019;LILLE;059;NORD;0596654M;ECOLE ELEMENTAIRE PUBLIQUE HENRI MATISSE;59136;LE CATEAU CAMBRESIS;public;71.3
2018-2019;LILLE;059;NORD;0596655N;ECOLE ELEMENTAIRE PUBLIQUE LE BOSQUET;59632;WALLERS;public;69.1
2018-2019;LILLE;059;NORD;0596682T;ECOLE ELEMENTAIRE PUBLIQUE NIKI DE SAINT PHALLE;59378;MARCQ EN BAROEUL;public;120.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0622449A;ECOLE PRIMAIRE JEAN HANIQUAUT;62099;BEAURAINS;public;102.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0622468W;ECOLE PRIMAIRE FRANCOISE DOLTO;62423;HELFAUT;public;100.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0622469X;ECOLE PRIMAIRE;62649;PAS EN ARTOIS;public;83.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0622551L;ECOLE PRIMAIRE;62905;ZUDAUSQUES;public;108.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0622583W;ECOLE PRIMAIRE PRIVEE NOTRE DAME SAINTE MARIE;62765;SAINT OMER;privé sous contrat;112.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0622605V;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LOURDES;62060;AUXI LE CHATEAU;privé sous contrat;96.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0622612C;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;62119;BETHUNE;privé sous contrat;129.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0622626T;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;62297;EPERLECQUES;privé sous contrat;109.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0622629W;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE FOY;62318;ETAPLES;privé sous contrat;86.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0622631Y;ECOLE PRIMAIRE PRIVEE SACRE COEUR;62361;FREVENT;privé sous contrat;106.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0622634B;ECOLE PRIMAIRE PRIVEE SAINTE BERNADETTE;62391;GUARBECQUE;privé sous contrat;106.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0622657B;ECOLE PRIMAIRE PRIVEE SAINT LOUIS;62427;HENIN BEAUMONT;privé sous contrat;118.0
