Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2017-2018;LILLE;062;PAS-DE-CALAIS;0623362T;ECOLE PRIMAIRE SAVARY BOUQUET;62637;OIGNIES;public;79.8
2017-2018;LILLE;062;PAS-DE-CALAIS;0623405P;ECOLE PRIMAIRE JULES MICHELET;62119;BETHUNE;public;79.7
2017-2018;LILLE;062;PAS-DE-CALAIS;0623431T;ECOLE PRIMAIRE PAUL SION;62249;COURCELLES LES LENS;public;71.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0623436Y;ECOLE PRIMAIRE PAUL LANGEVIN;62457;HOUDAIN;public;91.7
2017-2018;LILLE;062;PAS-DE-CALAIS;0623438A;ECOLE PRIMAIRE ABEL LOMBARD;62474;ISQUES;public;102.0
2017-2018;LILLE;062;PAS-DE-CALAIS;0623445H;ECOLE PRIMAIRE PIERRE ET MARIE CURIE;62555;MARLES LES MINES;public;78.8
2017-2018;LILLE;062;PAS-DE-CALAIS;0623446J;ECOLE PRIMAIRE LEON GAMBETTA;62555;MARLES LES MINES;public;80.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0623452R;ECOLE PRIMAIRE;62638;OISY LE VERGER;public;90.6
2017-2018;LILLE;062;PAS-DE-CALAIS;0623462B;ECOLE PRIMAIRE;62899;WISSANT;public;111.8
2017-2018;LILLE;062;PAS-DE-CALAIS;0623476S;ECOLE PRIMAIRE PRIVEE SAINT NICOLAS;62268;DESVRES;privé sous contrat;100.2
2017-2018;LILLE;062;PAS-DE-CALAIS;0623500T;ECOLE PRIMAIRE JULIETTE WANTIEZ;62033;ANNAY;public;97.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0623508B;ECOLE PRIMAIRE EMILE PANET;62050;AUCHY LES HESDIN;public;79.7
2017-2018;LILLE;062;PAS-DE-CALAIS;0623517L;ECOLE PRIMAIRE LUCIEN COUSTES;62773;SAMER;public;100.0
2017-2018;LILLE;062;PAS-DE-CALAIS;0623525V;ECOLE PRIMAIRE DE LA LACQUETTE;62313;ESTREE BLANCHE;public;71.7
2017-2018;LILLE;062;PAS-DE-CALAIS;0623536G;ECOLE PRIMAIRE VOLTAIRE;62498;LENS;public;63.8
2017-2018;LILLE;062;PAS-DE-CALAIS;0623544R;ECOLE PRIMAIRE MARIE CURIE;62609;NEUVILLE SAINT VAAST;public;114.2
2017-2018;LILLE;062;PAS-DE-CALAIS;0623548V;ECOLE PRIMAIRE FRANKLIN STEPHENSON;62193;CALAIS;public;67.5
2017-2018;LILLE;062;PAS-DE-CALAIS;0623554B;ECOLE PRIMAIRE EMILE ZOLA;62771;SALLAUMINES;public;80.0
2017-2018;LILLE;062;PAS-DE-CALAIS;0623556D;ECOLE PRIMAIRE EMILE BASLY;62771;SALLAUMINES;public;73.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0623659R;ECOLE PRIMAIRE JEAN JAURES;62377;GOSNAY;public;80.5
2017-2018;LILLE;062;PAS-DE-CALAIS;0623661T;ECOLE PRIMAIRE FRANCOIS VALLET JEAN VINCENT;62479;LABEUVRIERE;public;98.8
2017-2018;LILLE;062;PAS-DE-CALAIS;0623667Z;ECOLE PRIMAIRE RAOUL BRIQUET;62724;ROUVROY;public;76.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0623756W;ECOLE PRIMAIRE PRIVEE SAINT JEAN NOTRE DAME;62099;BEAURAINS;privé sous contrat;117.0
2017-2018;LILLE;062;PAS-DE-CALAIS;0623769K;ECOLE PRIMAIRE DU BOSQUET DU VIEUX MOULIN;62201;CAMIERS;public;91.6
2017-2018;LILLE;062;PAS-DE-CALAIS;0623777U;ECOLE PRIMAIRE CURIE PAGNOL;62642;OURTON;public;85.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0623783A;ECOLE PRIMAIRE PRIVEE SAINTE THERESE SACRE C¼UR;62498;LENS;privé sous contrat;118.9
2017-2018;LILLE;062;PAS-DE-CALAIS;0623811F;ECOLE PRIMAIRE JULES FERRY PIERRE BROSSOLETTE;62724;ROUVROY;public;82.8
2017-2018;LILLE;062;PAS-DE-CALAIS;0623825W;ECOLE PRIMAIRE JULES FERRY;62351;FOUQUIERES LES LENS;public;77.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0623826X;ECOLE PRIMAIRE;62350;FOUQUIERES LES BETHUNE;public;109.9
2017-2018;LILLE;062;PAS-DE-CALAIS;0623827Y;ECOLE PRIMAIRE DU PARC;62454;HINGES;public;117.5
2017-2018;LILLE;062;PAS-DE-CALAIS;0623829A;ECOLE PRIMAIRE;62730;RUMINGHEM;public;99.5
2017-2018;LILLE;062;PAS-DE-CALAIS;0623851Z;GROUPE SCOLAIRE BORIS VIAN;62215;CARVIN;public;93.7
2017-2018;LILLE;062;PAS-DE-CALAIS;0623852A;ECOLE PRIMAIRE;62060;AUXI LE CHATEAU;public;80.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0623854C;ECOLE PRIMAIRE ORAN CONSTANTINE;62193;CALAIS;public;62.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0623858G;ECOLE PRIMAIRE MOREL PARENT;62217;CAUCHY A LA TOUR;public;82.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0623867S;ECOLE PRIMAIRE FRANCOIS CHATEAUBRIAND;62048;AUCHEL;public;69.2
2017-2018;LILLE;062;PAS-DE-CALAIS;0623871W;ECOLE PRIMAIRE;62202;CAMPAGNE LES BOULONNAIS;public;85.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0623877C;ECOLE PRIMAIRE DELY SERGENT;62894;WIMILLE;public;99.5
2017-2018;LILLE;062;PAS-DE-CALAIS;0623886M;ECOLE PRIMAIRE;62603;NESLES;public;86.5
2017-2018;LILLE;062;PAS-DE-CALAIS;0623893V;ECOLE PRIMAIRE DAUDET FORT;62263;DAINVILLE;public;111.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0623898A;ECOLE PRIMAIRE JEAN DE LA FONTAINE;62827;TOURNEHEM SUR LA HEM;public;81.1
2017-2018;LILLE;062;PAS-DE-CALAIS;0623905H;ECOLE PRIMAIRE;62373;GIVENCHY LES LA BASSEE;public;99.2
2017-2018;LILLE;062;PAS-DE-CALAIS;0623945B;ECOLE PRIMAIRE PIERRE BEREGOVOY;62750;SAINT HILAIRE COTTES;public;92.2
2017-2018;LILLE;062;PAS-DE-CALAIS;0623950G;ECOLE PRIMAIRE LES HEMMES;62548;MARCK;public;94.7
2017-2018;LILLE;062;PAS-DE-CALAIS;0623953K;ECOLE PRIMAIRE JACQUES BREL MENDES FRANCE;62711;RINXENT;public;89.6
2017-2018;LILLE;062;PAS-DE-CALAIS;0623956N;ECOLE PRIMAIRE PIERRE MENDES FRANCE;62440;HERMIES;public;94.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0623972F;ECOLE PRIMAIRE;62117;BERTINCOURT;public;90.9
2017-2018;LILLE;062;PAS-DE-CALAIS;0623974H;ECOLE PRIMAIRE;62613;NIELLES LES BLEQUIN;public;86.6
2017-2018;LILLE;062;PAS-DE-CALAIS;0624002N;ECOLE PRIMAIRE DESNOS CASANOVA;62065;AVION;public;83.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0624008V;ECOLE PRIMAIRE LES ALOUETTES;62186;BULLY LES MINES;public;78.3
2017-2018;LILLE;062;PAS-DE-CALAIS;0624012Z;ECOLE PRIMAIRE ARMAND FALLIERES;62427;HENIN BEAUMONT;public;70.9
2017-2018;LILLE;062;PAS-DE-CALAIS;0624015C;ECOLE PRIMAIRE JEAN MACE HENRI BARBUSSE;62737;SAINS EN GOHELLE;public;80.7
2017-2018;LILLE;062;PAS-DE-CALAIS;0624056X;ECOLE PRIMAIRE JOLIOT CURIE;62270;DIVION;public;70.4
2017-2018;LILLE;062;PAS-DE-CALAIS;0624057Y;ECOLE PRIMAIRE DAUDET PERRAULT;62391;GUARBECQUE;public;103.5
2017-2018;LILLE;062;PAS-DE-CALAIS;0624115L;ECOLE PRIMAIRE;62383;GOUY SOUS BELLONNE;public;111.1
2017-2018;LILLE;062;PAS-DE-CALAIS;0624120S;ECOLE PRIMAIRE LES GORGES BLEUES;62584;MONT BERNANCHON;public;115.0
2017-2018;LILLE;062;PAS-DE-CALAIS;0624144T;ECOLE PRIMAIRE CONDORCET CURIE;62351;FOUQUIERES LES LENS;public;82.0
2017-2018;LILLE;062;PAS-DE-CALAIS;0624148X;ECOLE PRIMAIRE CONDORCET;62765;SAINT OMER;public;68.0
2017-2018;LILLE;062;PAS-DE-CALAIS;0624213T;ECOLE ELEMENTAIRE;62636;OFFRETHUN;public;108.2
2017-2018;LILLE;062;PAS-DE-CALAIS;0624227H;ECOLE ELEMENTAIRE FEMELAND DEZOTEUX;62160;BOULOGNE SUR MER;public;90.7
2016-2017;LILLE;059;NORD;0594575C;ECOLE PRIMAIRE LEON JOUHAUX;59350;LILLE;public;89.0
2016-2017;LILLE;059;NORD;0594593X;ECOLE PRIMAIRE CHARLES DEULIN;59199;ERCHIN;public;109.1
2016-2017;LILLE;059;NORD;0594601F;ECOLE PRIMAIRE ARTHUR CORNETTE;59431;NIEPPE;public;110.2
2016-2017;LILLE;059;NORD;0594610R;ECOLE PRIMAIRE DESIRE CHEVAILLIER;59574;SOMAIN;public;89.2
2016-2017;LILLE;059;NORD;0594678P;ECOLE PRIMAIRE MAXENCE VAN DER MEERSCH;59090;BONDUES;public;127.8
2016-2017;LILLE;059;NORD;0594683V;ECOLE PRIMAIRE JULES FERRY;59179;DOUCHY LES MINES;public;79.2
2016-2017;LILLE;059;NORD;0594694G;ECOLE PRIMAIRE;59349;LIGNY EN CAMBRESIS;public;83.4
2016-2017;LILLE;059;NORD;0594707W;ECOLE MATERNELLE MAURICE CAREME;59390;MASNY;public;75.1
2016-2017;LILLE;059;NORD;0594802Z;ECOLE PRIMAIRE;59479;QUAROUBLE;public;99.6
2016-2017;LILLE;059;NORD;0594848Z;ECOLE PRIMAIRE CHARLEMAGNE;59051;LA BASSEE;public;98.4
2016-2017;LILLE;059;NORD;0594851C;ECOLE PRIMAIRE LANGEVIN;59183;DUNKERQUE;public;72.6
2016-2017;LILLE;059;NORD;0594859L;ECOLE PRIMAIRE PRIVEE LACORDAIRE;59426;NEUVILLE EN FERRAIN;privé sous contrat;125.3
2016-2017;LILLE;059;NORD;0594903J;ECOLE PRIMAIRE MARIUS ASSEZ;59002;ABSCON;public;78.7
2016-2017;LILLE;059;NORD;0594908P;ECOLE PRIMAIRE ANNE GODEAU;59041;BACHANT;public;85.6
2016-2017;LILLE;059;NORD;0594963Z;ECOLE PRIMAIRE JEAN MOULIN HELENE BOUCHER;59507;RONCHIN;public;109.2
2016-2017;LILLE;059;NORD;0594967D;ECOLE PRIMAIRE JOLIOT CURIE;59564;LA SENTINELLE;public;79.7
2016-2017;LILLE;059;NORD;0594972J;ECOLE PRIMAIRE JEAN JAURES NIVEAU 2;59599;TOURCOING;public;80.1
2016-2017;LILLE;059;NORD;0594973K;ECOLE PRIMAIRE SIMEON CUVEILLIER;59606;VALENCIENNES;public;72.1
2016-2017;LILLE;059;NORD;0594980T;ECOLE PRIMAIRE VERHAEREN;59009;VILLENEUVE D ASCQ;public;83.4
2016-2017;LILLE;059;NORD;0594983W;ECOLE PRIMAIRE HENRI MATISSE;59629;VRED;public;99.7
2016-2017;LILLE;059;NORD;0595021M;ECOLE PRIMAIRE RENE CASSIN;59239;FLINES LEZ RACHES;public;113.2
2016-2017;LILLE;059;NORD;0595026T;ECOLE PRIMAIRE COPERNIC;59273;GRAVELINES;public;86.8
2016-2017;LILLE;059;NORD;0595034B;ECOLE ELEMENTAIRE PAULINE KERGOMARD LEONARD DE VINCI;59339;LEERS;public;111.0
2016-2017;LILLE;059;NORD;0595038F;ECOLE PRIMAIRE SUZANNE LANOY;59486;RACHES;public;96.6
2016-2017;LILLE;059;NORD;0595043L;ECOLE PRIMAIRE CARNOT;59616;VIEUX CONDE;public;81.0
2016-2017;LILLE;059;NORD;0595094S;ECOLE PRIMAIRE MONTAIGNE;59410;MONS EN BAROEUL;public;73.9
2016-2017;LILLE;059;NORD;0595226K;ECOLE PRIMAIRE;59005;ALLENNES LES MARAIS;public;112.2
2016-2017;LILLE;059;NORD;0595230P;ECOLE PRIMAIRE DU VAL DE LA PEENE;59054;BAVINCHOVE;public;95.8
2016-2017;LILLE;059;NORD;0595231R;ECOLE PRIMAIRE;59086;BOESCHEPE;public;103.4
2016-2017;LILLE;059;NORD;0595235V;ECOLE PRIMAIRE JULES FERRY;59183;DUNKERQUE;public;79.4
2016-2017;LILLE;059;NORD;0595244E;ECOLE PRIMAIRE AIME CESAIRE;59545;SAINT SOUPLET;public;73.6
2016-2017;LILLE;059;NORD;0595373V;ECOLE PRIMAIRE PAUL VERLAINE 16;59009;VILLENEUVE D ASCQ;public;84.3
2016-2017;LILLE;059;NORD;0595429F;ECOLE PRIMAIRE PRIVEE LA PROVIDENCE;59183;DUNKERQUE;privé sous contrat;106.2
2016-2017;LILLE;059;NORD;0595498F;ECOLE PRIMAIRE LA PORTE D EAU;59183;DUNKERQUE;public;103.1
2016-2017;LILLE;059;NORD;0595504M;ECOLE PRIMAIRE DE L ATRIUM;59053;BAVAY;public;103.4
2016-2017;LILLE;059;NORD;0595507R;ECOLE PRIMAIRE RENE CLAIR;59009;VILLENEUVE D ASCQ;public;102.5
2016-2017;LILLE;059;NORD;0595715S;ECOLE PRIMAIRE ANDRE MALRAUX;59163;CROIX;public;123.6
2016-2017;LILLE;059;NORD;0595925V;ECOLE PRIMAIRE JULES FERRY;59032;AULNOY LEZ VALENCIENNES;public;100.5
2016-2017;LILLE;059;NORD;0595936G;ECOLE PRIMAIRE;59464;POIX DU NORD;public;86.2
2016-2017;LILLE;059;NORD;0595938J;ECOLE PRIMAIRE VOLTAIRE DIDEROT;59512;ROUBAIX;public;64.3
2016-2017;LILLE;059;NORD;0596009L;ECOLE PRIMAIRE TILLEULS SOLITUDE;59178;DOUAI;public;66.6
2016-2017;LILLE;059;NORD;0596017V;ECOLE PRIMAIRE PRIVEE SAINT BLAISE;59599;TOURCOING;privé sous contrat;102.0
2016-2017;LILLE;059;NORD;0596114A;ECOLE PRIMAIRE EDGARD QUINET PAUL BERT;59512;ROUBAIX;public;66.1
2016-2017;LILLE;059;NORD;0596115B;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA MER;59183;DUNKERQUE;privé sous contrat;105.9
2016-2017;LILLE;059;NORD;0596118E;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59656;WERVICQ SUD;privé sous contrat;120.7
2016-2017;LILLE;059;NORD;0596212G;ECOLE PRIMAIRE JEAN MACE;59512;ROUBAIX;public;56.5
2016-2017;LILLE;059;NORD;0596306J;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59599;TOURCOING;privé sous contrat;85.8
2016-2017;LILLE;059;NORD;0596361U;ECOLE ELEMENTAIRE JULES GUESDE;59028;AUBY;public;79.5
2016-2017;LILLE;059;NORD;0596377L;ECOLE ELEMENTAIRE DENIS PAPIN;59178;DOUAI;public;79.5
2016-2017;LILLE;059;NORD;0596420H;ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH;59571;SOLESMES;privé sous contrat;109.6
2016-2017;LILLE;059;NORD;0596428S;GROUPE SCOLAIRE ANDERSEN HUGO;59392;MAUBEUGE;public;72.7
2016-2017;LILLE;059;NORD;0596433X;ECOLE ELEMENTAIRE JEAN ZAY;59092;BOUCHAIN;public;89.1
2016-2017;LILLE;059;NORD;0596434Y;ECOLE ELEMENTAIRE;59408;MONCHEAUX;public;118.1
2016-2017;LILLE;059;NORD;0596497S;ECOLE ELEMENTAIRE DE LA CITE;59064;BELLAING;public;115.7
2016-2017;LILLE;059;NORD;0596507C;ECOLE ELEMENTAIRE;59009;VILLENEUVE D ASCQ;public;116.5
2016-2017;LILLE;059;NORD;0596521T;A COMPLETER;59400;MERVILLE;public;80.8
2016-2017;LILLE;059;NORD;0596526Y;ECOLE PRIMAIRE JOLIOT CURIE;59221;FAMARS;public;114.4
2016-2017;LILLE;059;NORD;0596531D;A COMPLETER;59426;NEUVILLE EN FERRAIN;public;115.7
2016-2017;LILLE;059;NORD;0596605J;A COMPLETER;59009;VILLENEUVE D ASCQ;public;70.1
2016-2017;LILLE;059;NORD;0596616W;A COMPLETER;59378;MARCQ EN BAROEUL;privé sous contrat;139.7
2016-2017;LILLE;059;NORD;0596621B;A COMPLETER;59015;ARLEUX;public;92.1
2016-2017;LILLE;059;NORD;0596635S;ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE;59491;RAISMES;public;68.6
2016-2017;LILLE;059;NORD;0596636T;A COMPLETER;59383;MARLY;public;84.4
2016-2017;LILLE;059;NORD;0596644B;A COMPLETER;59477;PROVIN;public;92.1
2016-2017;LILLE;059;NORD;0596655N;A COMPLETER;59632;WALLERS;public;74.6
2016-2017;LILLE;059;NORD;0596682T;A COMPLETER;59378;MARCQ EN BAROEUL;public;116.6
2016-2017;LILLE;062;PAS-DE-CALAIS;0620448A;ECOLE PRIMAIRE VOLTAIRE GRANDS;62041;ARRAS;public;64.1
2016-2017;LILLE;062;PAS-DE-CALAIS;0620462R;ECOLE PRIMAIRE D APPLICATION PAUL BERT;62041;ARRAS;public;111.0
2016-2017;LILLE;062;PAS-DE-CALAIS;0620475E;ECOLE PRIMAIRE JULES FERRY;62063;AVESNES LE COMTE;public;85.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0620477G;ECOLE PRIMAIRE;62086;BAVINCOURT;public;97.8
2016-2017;LILLE;062;PAS-DE-CALAIS;0620516Z;ECOLE ELEMENTAIRE;62005;ACHIET LE GRAND;public;83.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0620519C;ECOLE PRIMAIRE;62080;BAPAUME;public;79.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0620588C;ECOLE PRIMAIRE;62343;FONTAINE LES CROISILLES;public;110.8
2016-2017;LILLE;062;PAS-DE-CALAIS;0620590E;ECOLE PRIMAIRE;62374;GOMIECOURT;public;90.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0620617J;ECOLE PRIMAIRE;62559;MARQUION;public;103.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0620629X;ECOLE PRIMAIRE;62739;SAINS LES MARQUION;public;94.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0620650V;ECOLE PRIMAIRE MARC SARLANDIE;62465;HUMBERCAMPS;public;96.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0620655A;ECOLE PRIMAIRE;62663;POMMERA;public;87.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0620666M;ECOLE PRIMAIRE;62800;SOUASTRE;public;74.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0620679B;ECOLE PRIMAIRE CAMILLE COROT;62279;DUISANS;public;128.6
2016-2017;LILLE;062;PAS-DE-CALAIS;0620686J;ECOLE PRIMAIRE CENTRE;62589;MONT SAINT ELOI;public;119.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0620741U;ECOLE PRIMAIRE ROBERT DOISNEAU;62869;WAILLY;public;117.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0620761R;ECOLE PRIMAIRE;62627;NOYELLES SOUS BELLONNE;public;117.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0620777H;ECOLE PRIMAIRE FRANCOISE DOLTO JEAN MONNET;62023;ALLOUAGNE;public;101.7
2016-2017;LILLE;062;PAS-DE-CALAIS;0620823H;ECOLE PRIMAIRE JEAN DE LA FONTAINE;62048;AUCHEL;public;83.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0620889E;ECOLE ELEMENTAIRE D APPLICATION;62429;HENNEVEUX;public;98.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0620893J;ECOLE PRIMAIRE;62530;LOTTINGHEN;public;87.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0620901T;ECOLE PRIMAIRE;62853;VIEIL MOUTIER;public;98.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0620928X;ECOLE PRIMAIRE CENTRE;62178;BRUAY LA BUISSIERE;public;105.7
2016-2017;LILLE;062;PAS-DE-CALAIS;0620983G;ECOLE PRIMAIRE SAINT EXUPERY;62617;NOEUX LES MINES;public;75.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0620986K;ECOLE PRIMAIRE;62851;VIEILLE CHAPELLE;public;100.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0621032K;ECOLE PRIMAIRE;62334;FIENNES;public;88.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0621060R;ECOLE PRIMAIRE DE L ESPLANADE;62193;CALAIS;public;109.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0621063U;ECOLE PRIMAIRE;62156;BONNINGUES LES CALAIS;public;119.7
2016-2017;LILLE;062;PAS-DE-CALAIS;0621094C;ECOLE PRIMAIRE L ETOILE;62645;OYE PLAGE;public;101.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0621118D;ECOLE PRIMAIRE JACQUES PREVERT;62174;BREMES;public;86.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0621124K;ECOLE PRIMAIRE DES LILAS;62488;LANDRETHUN LES ARDRES;public;112.0
2016-2017;LILLE;062;PAS-DE-CALAIS;0621138A;ECOLE PRIMAIRE HONORE DE BALZAC NOUVELLE FRANCE;62193;CALAIS;public;81.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0621191H;ECOLE PRIMAIRE;62056;AUDRESSELLES;public;90.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0621258F;ECOLE PRIMAIRE ARISTIDE VALLOIS;62667;LE PORTEL;public;73.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0621263L;ECOLE PRIMAIRE JULES FERRY;62746;SAINT ETIENNE AU MONT;public;82.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0621279D;ECOLE PRIMAIRE MARCELLE CLOEZ;62249;COURCELLES LES LENS;public;79.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0621381P;ECOLE PRIMAIRE PIERRE BROSSOLETTE;62637;OIGNIES;public;91.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0621433W;ECOLE PRIMAIRE LOUIS PASTEUR;62570;MERICOURT;public;87.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0621448M;ECOLE PRIMAIRE;62854;VILLERS AU BOIS;public;123.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0621471M;ECOLE PRIMAIRE MARIE CURIE;62276;DOUVRIN;public;88.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0621520R;ECOLE PRIMAIRE GEORGE SAND;62736;SAILLY SUR LA LYS;public;106.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0621566R;ECOLE PRIMAIRE JEAN ROSTAND;62108;BERCK;public;85.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0621612R;ECOLE PRIMAIRE;62044;ATTIN;public;96.7
2016-2017;LILLE;062;PAS-DE-CALAIS;0621653K;ECOLE PRIMAIRE;62390;GROFFLIERS;public;108.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0621665Y;ECOLE PRIMAIRE JACQUES PREVERT;62688;RANG DU FLIERS;public;98.6
2016-2017;LILLE;062;PAS-DE-CALAIS;0621720H;ECOLE PRIMAIRE FRANCK DUSAUTOIR;62811;THEROUANNE;public;101.0
2016-2017;LILLE;062;PAS-DE-CALAIS;0621724M;ECOLE PRIMAIRE;62691;SAINT AUGUSTIN;public;92.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0621736A;ECOLE PRIMAIRE CENTRE;62288;ECQUES;public;110.6
2016-2017;LILLE;062;PAS-DE-CALAIS;0621774S;ECOLE PRIMAIRE;62247;COUPELLE VIEILLE;public;92.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0621834G;ECOLE PRIMAIRE ALBERT CHATELET;62835;VALHUON;public;98.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0621869V;ECOLE ELEMENTAIRE;62675;QUERCAMPS;public;88.7
2016-2017;LILLE;062;PAS-DE-CALAIS;0621897A;ECOLE PRIMAIRE;62012;AGNIERES;public;124.6
2016-2017;LILLE;062;PAS-DE-CALAIS;0621902F;ECOLE PRIMAIRE;62113;BERLES MONCHEL;public;110.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0621920A;ECOLE PRIMAIRE;62651;PENIN;public;102.0
2016-2017;LILLE;062;PAS-DE-CALAIS;0621987Y;ECOLE PRIMAIRE;62461;HUBY SAINT LEU;public;91.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0622000M;ECOLE PRIMAIRE;62871;WAMBERCOURT;public;89.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0622037C;ECOLE PRIMAIRE;62352;FRAMECOURT;public;92.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0622048P;ECOLE PRIMAIRE;62518;LINZEUX;public;87.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0622253M;ECOLE PRIMAIRE JOLIOT CURIE;62250;COURRIERES;public;72.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0622335B;ECOLE PRIMAIRE BLEUE MAISON;62297;EPERLECQUES;public;91.6
2016-2017;LILLE;062;PAS-DE-CALAIS;0622391M;ECOLE PRIMAIRE DU RIETZ;62445;HESDIGNEUL LES BETHUNE;public;101.8
2016-2017;LILLE;062;PAS-DE-CALAIS;0622449A;ECOLE PRIMAIRE JEAN HANIQUAUT;62099;BEAURAINS;public;101.0
2016-2017;LILLE;062;PAS-DE-CALAIS;0622556S;ECOLE PRIMAIRE;62572;METZ EN COUTURE;public;77.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0622557T;ECOLE PRIMAIRE FREDERIC JOLIOT CURIE;62340;FLORINGHEM;public;102.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0622591E;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;62767;SAINT POL SUR TERNOISE;privé sous contrat;100.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0622603T;ECOLE PRIMAIRE PRIVEE SAINT MARTIN SAINTE THERESE;62040;ARQUES;privé sous contrat;107.5
2016-2017;LILLE;062;PAS-DE-CALAIS;0622608Y;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62108;BERCK;privé sous contrat;110.1
2016-2017;LILLE;062;PAS-DE-CALAIS;0622612C;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;62119;BETHUNE;privé sous contrat;126.6
2016-2017;LILLE;062;PAS-DE-CALAIS;0622614E;ECOLE PRIMAIRE PRIVEE SAINT CHRISTOPHE;62119;BETHUNE;privé sous contrat;99.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0622616G;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;62139;BLENDECQUES;privé sous contrat;99.2
2016-2017;LILLE;062;PAS-DE-CALAIS;0622628V;ECOLE PRIMAIRE PRIVEE SAINT MICHEL SAINT JOSEPH;62318;ETAPLES;privé sous contrat;102.9
2016-2017;LILLE;062;PAS-DE-CALAIS;0622631Y;ECOLE PRIMAIRE PRIVEE SACRE COEUR;62361;FREVENT;privé sous contrat;99.4
2016-2017;LILLE;062;PAS-DE-CALAIS;0622650U;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;62279;DUISANS;privé sous contrat;124.1
2016-2017;LILLE;062;PAS-DE-CALAIS;0622653X;ECOLE PRIMAIRE PRIVEE SACRE COEUR;62338;FLEURBAIX;privé sous contrat;140.3
2016-2017;LILLE;062;PAS-DE-CALAIS;0622659D;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;62491;LAVENTIE;privé sous contrat;117.1
