Rentrée scolaire;Code région;Région;Code de l'académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;num_ligne
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62412;HARDINGHEN;0622655Z;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;105.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83934.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0622657B;ECOLE PRIMAIRE PRIVEE SAINT LOUIS STE JEANNE D ARC;privé sous contrat;118.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83935.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62491;LAVENTIE;0622659D;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;126.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83936.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62491;LAVENTIE;0622660E;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;116.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83937.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62502;LESTREM;0622664J;ECOLE PRIMAIRE PRIVEE SAINT PAUL SAINT JOSEPH;privé sous contrat;120.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83938.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62516;LILLERS;0622666L;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;97.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83939.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62557;MAROEUIL;0622669P;ECOLE PRIMAIRE PRIVEE SAINTE BERTILLE;privé sous contrat;130.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83940.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62604;NEUFCHATEL HARDELOT;0622671S;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;106.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83941.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62609;NEUVILLE SAINT VAAST;0622672T;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;131.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83942.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62612;NEUVIREUIL;0622673U;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;118.7;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83943.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62624;NOYELLES GODAULT;0622675W;ECOLE PRIMAIRE PRIVEE SACRE COEUR NOTRE DAME;privé sous contrat;112.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83944.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62637;OIGNIES;0622677Y;ECOLE PRIMAIRE PRIVEE SAINTE HENRIETTE;privé sous contrat;119.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83945.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62643;OUTREAU;0622678Z;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;104.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83946.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62649;PAS EN ARTOIS;0622679A;ECOLE PRIMAIRE PRIVEE LA PROVIDENCE;privé sous contrat;101.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83947.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62652;PERNES;0622680B;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;109;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83948.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62706;RICHEBOURG;0622683E;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;NS;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83949.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62724;ROUVROY;0622684F;ECOLE PRIMAIRE PRIVEE SAINT ROCH;privé sous contrat;116.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83950.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62746;SAINT ETIENNE AU MONT;0622686H;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;105.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83951.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62748;SAINT FOLQUIN;0622687J;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;112.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83952.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62758;SAINT MARTIN BOULOGNE;0622689L;ECOLE PRIMAIRE PRIVEE SAINT CHARLES;privé sous contrat;127.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83953.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62784;SAULTY;0622690M;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;NS;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83954.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62861;VIMY;0622693R;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;126.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83955.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62893;WIMEREUX;0622695T;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;135.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83956.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62894;WIMILLE;0622696U;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;117.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83957.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62906;ZUTKERQUE;0622699X;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;102.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83958.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62023;ALLOUAGNE;0622701Z;ECOLE PRIMAIRE PRIVEE MARIE AUXILIATRICE;privé sous contrat;105;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83959.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62038;ARDRES;0622704C;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE GRACE;privé sous contrat;106.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83960.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622708G;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;131.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83961.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622709H;ECOLE PRIMAIRE PRIVEE SAINT JEAN BAPTISTE SAINTE CROIX;privé sous contrat;130.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83962.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622711K;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;134.4;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83963.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622713M;ECOLE PRIMAIRE PRIVEE SAINTE MARIE DE LA PRESENTATION;privé sous contrat;124.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83964.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622714N;ECOLE PRIMAIRE PRIVEE LES LOUEZ DIEU;privé sous contrat;124.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83965.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622715P;ECOLE PRIMAIRE PRIVEE SAINTE BERNADETTE;privé sous contrat;117.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83966.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62057;AUDRUICQ;0622717S;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;privé sous contrat;102.7;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83967.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62063;AVESNES LE COMTE;0622718T;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;107.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83968.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62080;BAPAUME;0622719U;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;110.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83969.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0622726B;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;126.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83970.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0622727C;ECOLE PRIMAIRE PRIVEE SAINT AUGUSTIN;privé sous contrat;113.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83971.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0622728D;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;110.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83972.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0622730F;ECOLE PRIMAIRE PRIVEE SAINT PATRICK;privé sous contrat;85.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83973.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62164;BOURLON;0622731G;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;108.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83974.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62181;BUCQUOY;0622732H;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;111.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83975.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622733J;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;119;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83976.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622734K;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;91.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83977.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622737N;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;privé sous contrat;113.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83978.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622738P;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;110.4;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83979.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622739R;ECOLE PRIMAIRE PRIVEE SAINTE AGNES;privé sous contrat;116;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83980.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622740S;ECOLE PRIMAIRE PRIVEE SAINTE GERMAINE;privé sous contrat;109.7;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83981.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622741T;ECOLE PRIMAIRE PRIVEE SAINT VINCENT SAINT CHARLES;privé sous contrat;82.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83982.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62195;CALONNE SUR LA LYS;0622742U;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;108.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83983.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62908;LA CAPELLE LES BOULOGNE;0622743V;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;NS;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83984.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62215;CARVIN;0622744W;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;120.7;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83985.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62235;CONDETTE;0622745X;ECOLE PRIMAIRE PRIVEE NOTRE DAME DU ROSAIRE;privé sous contrat;126.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83986.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62244;COULOGNE;0622746Y;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;privé sous contrat;120.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83987.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62250;COURRIERES;0622747Z;ECOLE PRIMAIRE PRIVEE CLAIR ACCUEIL;privé sous contrat;115.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83988.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62276;DOUVRIN;0622748A;ECOLE PRIMAIRE PRIVEE SAINTE FLORINE;privé sous contrat;115.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83989.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62684;RACQUINGHEM;0622759M;ECOLE PRIMAIRE;public;94.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83990.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62525;LONGUENESSE;0622763S;ECOLE PRIMAIRE LEON BLUM;public;69.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83991.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62817;TILLOY LES MOFFLAINES;0622767W;GROUPE SCOLAIRE TALBOT PREVERT;public;110.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83992.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62734;SAILLY EN OSTREVENT;0622778H;ECOLE PRIMAIRE JULES JAMBART;public;105.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83993.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62451;HEUCHIN;0622780K;ECOLE PRIMAIRE RPI 115;public;NS;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83994.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62035;ANNEZIN;0622815Y;ECOLE ELEMENTAIRE LIBERTE;public;90.7;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83995.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62099;BEAURAINS;0622816Z;ECOLE PRIMAIRE JEAN MOULIN;public;101.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83996.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0622817A;ECOLE PRIMAIRE JULES FERRY;public;88.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83997.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0622818B;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;79.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83998.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62250;COURRIERES;0622825J;ECOLE ELEMENTAIRE JEAN MOULIN;public;108.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;83999.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62270;DIVION;0622826K;ECOLE PRIMAIRE RENE GOSCINNY;public;92.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84000.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62448;HESDIN L ABBE;0622828M;ECOLE PRIMAIRE LE VERT GINIAU BLANCHE NEIGE;public;106.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84001.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0622830P;ECOLE ELEMENTAIRE EMILE BASLY;public;76.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84002.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62523;LOISON SOUS LENS;0622831R;ECOLE ELEMENTAIRE LINO VENTURA;public;86.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84003.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62569;MERCK SAINT LIEVIN;0622833T;ECOLE PRIMAIRE;public;93.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84004.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62643;OUTREAU;0622835V;ECOLE PRIMAIRE ROGER SALENGRO;public;92;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84005.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62753;SAINT LAURENT BLANGY;0622837X;ECOLE PRIMAIRE DU PETIT PONT DE BOIS LENGLET VIVOT;public;98;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84006.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62755;SAINT LEONARD;0622839Z;ECOLE ELEMENTAIRE AURORE;public;117.4;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84007.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62847;VERQUIGNEUL;0622844E;ECOLE PRIMAIRE MARIE PAUL ARMAND;public;103.7;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84008.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62753;SAINT LAURENT BLANGY;0622847H;ECOLE PRIMAIRE PAUL LANGEVIN;public;94.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84009.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622851M;ECOLE PRIMAIRE HERRIOT VIART;public;81.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84010.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62318;ETAPLES;0622860X;ECOLE ELEMENTAIRE JEAN MOULIN;public;80.6;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84011.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62331;FEUCHY;0622861Y;ECOLE PRIMAIRE JOEL COUVREUR;public;92.8;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84012.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62040;ARQUES;0622891F;ECOLE PRIMAIRE BASSE MELDYCK;public;90.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84013.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62170;BOUVIGNY BOYEFFLES;0622897M;ECOLE ELEMENTAIRE PIERRE CURIE;public;108;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84014.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62893;WIMEREUX;0622905W;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;96.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84015.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62626;NOYELLES LES VERMELLES;0622906X;ECOLE PRIMAIRE PIERRE BAUDEL;public;97.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84016.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62403;HALLINES;0622910B;ECOLE PRIMAIRE FERRY BREL;public;94;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84017.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0622911C;ECOLE PRIMAIRE ALPHONSE DE LAMARTINE;public;82.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84018.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62065;AVION;0622914F;ECOLE ELEMENTAIRE FELIX CADRAS;public;87.4;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84019.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62126;BEUVRY;0622915G;ECOLE PRIMAIRE ANDRE CHENIER;public;99.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84020.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62197;CAMBLAIN CHATELAIN;0622918K;ECOLE ELEMENTAIRE ROGER SALENGRO;public;94.7;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84021.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62141;BLESSY;0622920M;ECOLE PRIMAIRE;public;98.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84022.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62400;HAILLICOURT;0622923R;ECOLE ELEMENTAIRE EMILE BASLY;public;83;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84023.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0622925T;ECOLE ELEMENTAIRE MARIE LIETARD;public;70.2;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84024.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62528;LOOS EN GOHELLE;0622927V;ECOLE ELEMENTAIRE ARTHUR LAMENDIN;public;85.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84025.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62683;QUOEUX HAUT MAINIL;0622929X;ECOLE ELEMENTAIRE RPI 21;public;99.4;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84026.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62712;RIVIERE;0622930Y;ECOLE PRIMAIRE;public;110.5;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84027.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62721;ROQUETOIRE;0622931Z;GROUPE SCOLAIRE MARTIN LUTHER KING;public;102.3;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84028.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62037;ANZIN SAINT AUBIN;0622953Y;ECOLE ELEMENTAIRE LUCIE AUBRAC;public;124.9;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84029.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622954Z;ECOLE PRIMAIRE MOUCHOTTE GAGARINE;public;71.4;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84030.0
2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62194;CALONNE RICOUART;0622956B;ECOLE PRIMAIRE HENRI BARBUSSE;public;79.1;121.5;103.1;105.8;119.1;93.4;98.5;115.5;91.4;94.8;84031.0
