Rentrée scolaire;Code région;Région;Code de l'académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;num_ligne
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62249;COURCELLES LES LENS;0621279D;ECOLE ELEMENTAIRE MARCELLE CLOEZ;public;84.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18793.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62321;EVIN MALMAISON;0621285K;ECOLE ELEMENTAIRE LEON BLUM;public;84.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18794.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62321;EVIN MALMAISON;0621286L;ECOLE ELEMENTAIRE MERESSE SEGARD;public;90.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18795.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0621293U;ECOLE ELEMENTAIRE GUY MOLLET;public;81.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18796.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62497;LEFOREST;0621302D;ECOLE ELEMENTAIRE VOLTAIRE;public;97.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18797.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62587;MONTIGNY EN GOHELLE;0621304F;ECOLE ELEMENTAIRE CASANOVA PASTEUR;public;92.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18798.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62587;MONTIGNY EN GOHELLE;0621306H;ECOLE ELEMENTAIRE MARCEL CACHIN;public;78.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18799.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62587;MONTIGNY EN GOHELLE;0621307J;GROUPE SCOLAIRE MME DE SEVIGNE JULES FERRY;public;65.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18800.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62624;NOYELLES GODAULT;0621311N;ECOLE ELEMENTAIRE JULES FERRY;public;96.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18801.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62771;SALLAUMINES;0621322A;ECOLE ELEMENTAIRE HENRI BARBUSSE;public;72.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18802.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0621336R;ECOLE ELEMENTAIRE MARIE CURIE;public;81;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18803.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0621349E;ECOLE ELEMENTAIRE SOPHIE BERTHELOT;public;71.8;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18804.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0621350F;ECOLE ELEMENTAIRE JEANNE D ARC;public;100;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18805.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0621351G;ECOLE ELEMENTAIRE SADI CARNOT;public;88.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18806.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62215;CARVIN;0621357N;ECOLE ELEMENTAIRE MICHEL DE MONTAIGNE;public;97.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18807.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62215;CARVIN;0621358P;ECOLE ELEMENTAIRE JULES VERNE;public;104.5;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18808.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62250;COURRIERES;0621366Y;ECOLE ELEMENTAIRE BERLINGUEZ;public;88.5;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18809.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62413;HARNES;0621369B;ECOLE ELEMENTAIRE JEAN JAURES;public;87.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18810.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62413;HARNES;0621370C;ECOLE ELEMENTAIRE DENIS DIDEROT;public;91.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18811.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62413;HARNES;0621371D;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;71.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18812.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62413;HARNES;0621372E;ECOLE ELEMENTAIRE JOLIOT CURIE;public;74.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18813.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62907;LIBERCOURT;0621377K;ECOLE ELEMENTAIRE MARIE ET PIERRE CURIE;public;72.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18814.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62637;OIGNIES;0621381P;ECOLE ELEMENTAIRE PIERRE BROSSOLETTE;public;90.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18815.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62637;OIGNIES;0621382R;ECOLE ELEMENTAIRE ANDRE PANTIGNY;public;89.9;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18816.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62637;OIGNIES;0621386V;ECOLE ELEMENTAIRE GEORGES BRASSENS;public;81.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18817.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62842;VENDIN LE VIEIL;0621390Z;ECOLE ELEMENTAIRE JEAN JAURES;public;94;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18818.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62065;AVION;0621400K;ECOLE ELEMENTAIRE LOUIS ARAGON ELSATRIOLET;public;72.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18819.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62073;BAILLEUL SIR BERTHOULT;0621409V;ECOLE PRIMAIRE LUCIE AUBRAC;public;123.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18820.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62148;BOIS BERNARD;0621413Z;ECOLE PRIMAIRE CONDORCET;public;118.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18821.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62277;DROCOURT;0621417D;ECOLE ELEMENTAIRE JOLIOT CURIE;public;97;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18822.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62291;ELEU DIT LEAUWETTE;0621420G;ECOLE ELEMENTAIRE JULES VERNE;public;87.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18823.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62369;GAVRELLE;0621423K;ECOLE ELEMENTAIRE RPI 76;public;117.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18824.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62476;IZEL LES EQUERCHIN;0621426N;ECOLE PRIMAIRE;public;108.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18825.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62570;MERICOURT;0621429S;ECOLE ELEMENTAIRE NELSON MANDELA;public;94.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18826.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62570;MERICOURT;0621430T;ECOLE ELEMENTAIRE ALBERT JACQUARD;public;79.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18827.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62570;MERICOURT;0621433W;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;91.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18828.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62680;QUIERY LA MOTTE;0621438B;ECOLE PRIMAIRE;public;110.9;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18829.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62810;THELUS;0621447L;ECOLE PRIMAIRE DES COQUELICOTS;public;121.5;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18830.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62854;VILLERS AU BOIS;0621448M;ECOLE ELEMENTAIRE RPI 82;public;122.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18831.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62861;VIMY;0621449N;ECOLE ELEMENTAIRE JEAN MACE;public;113.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18832.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62892;WILLERVAL;0621451R;ECOLE ELEMENTAIRE RPI 91;public;123.8;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18833.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62126;BEUVRY;0621456W;ECOLE ELEMENTAIRE ALBERT CAMUS;public;81.8;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18834.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62126;BEUVRY;0621457X;ECOLE ELEMENTAIRE GEORGE SAND;public;76.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18835.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62276;DOUVRIN;0621471M;ECOLE ELEMENTAIRE MARIE CURIE;public;95.5;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18836.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62276;DOUVRIN;0621472N;ECOLE ELEMENTAIRE FRANCOIS VILLON;public;101.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18837.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62330;FESTUBERT;0621473P;ECOLE PRIMAIRE CLEMENCE QUINIO;public;109.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18838.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62706;RICHEBOURG;0621483A;GROUPE SCOLAIRE MARCEL LEJOSNE;public;111.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18839.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62563;MAZINGARBE;0621504Y;ECOLE ELEMENTAIRE JAURES;public;84.9;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18840.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62502;LESTREM;0621514J;ECOLE ELEMENTAIRE RENE FLAMENT REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE (RPC) DE LESTREM;public;109;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18841.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62529;LORGIES;0621517M;ECOLE PRIMAIRE LE FRENELET;public;113.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18842.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62606;NEUVE CHAPELLE;0621518N;ECOLE PRIMAIRE VIEUX MOULIN;public;114.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18843.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62736;SAILLY SUR LA LYS;0621520R;ECOLE ELEMENTAIRE GEORGE SAND;public;114.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18844.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62573;MEURCHIN;0621534F;ECOLE ELEMENTAIRE LES PLATANES;public;101.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18845.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62895;WINGLES;0621536H;ECOLE ELEMENTAIRE SOPHIE BERTHELOT;public;80.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18846.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62895;WINGLES;0621538K;ECOLE ELEMENTAIRE JULES FERRY;public;81.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18847.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0621552A;ECOLE ELEMENTAIRE D APPLICATION PAUL BERT EMILE LITTRE;public;92.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18848.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0621559H;ECOLE PRIMAIRE PUBLIQUE ADRIENNE BERTELOOT;public;83.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18849.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0621560J;ECOLE ELEMENTAIRE JEAN MACE;public;74.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18850.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0621561K;ECOLE ELEMENTAIRE JEAN DE LA FONTAINE;public;74;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18851.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62793;SERVINS;0621562L;ECOLE PRIMAIRE LES QUATRE VENTS;public;112.5;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18852.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62108;BERCK;0621563M;ECOLE ELEMENTAIRE DU FOIER;public;76.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18853.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62108;BERCK;0621564N;ECOLE ELEMENTAIRE JACQUES PREVERT;public;83.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18854.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62108;BERCK;0621565P;ECOLE PRIMAIRE BREL PERRAULT;public;78.8;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18855.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62108;BERCK;0621566R;ECOLE ELEMENTAIRE JEAN ROSTAND;public;90.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18856.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62443;HERSIN COUPIGNY;0621568T;ECOLE ELEMENTAIRE JEANNETTE PRIN;public;91.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18857.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62443;HERSIN COUPIGNY;0621570V;ECOLE ELEMENTAIRE JULES VALLES;public;89.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18858.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62186;BULLY LES MINES;0621573Y;ECOLE ELEMENTAIRE GEORGE SAND;public;69;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18859.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62186;BULLY LES MINES;0621574Z;ECOLE ELEMENTAIRE JEAN ZAY;public;78.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18860.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62186;BULLY LES MINES;0621576B;ECOLE ELEMENTAIRE SUZANNE BLIN;public;92.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18861.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62186;BULLY LES MINES;0621577C;ECOLE ELEMENTAIRE FRANCOIS BRASME;public;95.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18862.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62018;AIX EN ISSART;0621582H;ECOLE ELEMENTAIRE RPI 44;public;97.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18863.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62150;BOISJEAN;0621583J;ECOLE ELEMENTAIRE RPI 140;public;94.9;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18864.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62449;HESMOND;0621597Z;ECOLE ELEMENTAIRE DE LA CREQUOISE RPI 18;public;88.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18865.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62538;MAINTENAY;0621600C;ECOLE ELEMENTAIRE RPI 63;public;91.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18866.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62551;MARENLA;0621602E;ECOLE ELEMENTAIRE RPI 42;public;91;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18867.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62044;ATTIN;0621612R;ECOLE PRIMAIRE MIXTE;public;102.9;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18868.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62124;BEUTIN;0621614T;ECOLE ELEMENTAIRE RPI 109;public;96.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18869.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62176;BREXENT ENOCQ;0621616V;ECOLE ELEMENTAIRE DU CENTRE RPI 108;public;101.5;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18870.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62312;ESTREE;0621625E;ECOLE ELEMENTAIRE LA VALLEE DE LA COURSE RPI 83;public;114.8;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18871.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62354;FRENCQ;0621628H;ECOLE ELEMENTAIRE RPI 102;public;NS;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18872.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62460;HUBERSENT;0621632M;ECOLE ELEMENTAIRE MIXTE DE LA VALLEE DE LA DORDONNE RPI 107;public;98.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18873.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62826;LE TOUQUET PARIS PLAGE;0621639V;ECOLE PRIMAIRE ANTOINE DE ST EXUPERY;public;104.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18874.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62832;TUBERSENT;0621641X;ECOLE PRIMAIRE RPI 108;public;NS;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18875.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62233;CONCHIL LE TEMPLE;0621649F;ECOLE PRIMAIRE MONVOISIN;public;102.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18876.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62390;GROFFLIERS;0621653K;ECOLE PRIMAIRE;public;105;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18877.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62588;MONTREUIL;0621662V;ECOLE ELEMENTAIRE VICTOR HUGO;public;97.4;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18878.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62688;RANG DU FLIERS;0621665Y;ECOLE ELEMENTAIRE JACQUES PREVERT;public;94.8;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18879.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62752;SAINT JOSSE;0621668B;ECOLE PRIMAIRE;public;122.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18880.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62799;SORRUS;0621669C;ECOLE PRIMAIRE;public;109.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18881.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62870;WAILLY BEAUCAMP;0621674H;ECOLE PRIMAIRE JEAN MOULIN;public;97.2;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18882.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62772;SALPERWICK;0621680P;ECOLE PRIMAIRE;public;108.1;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18883.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62792;SERQUES;0621681R;ECOLE PRIMAIRE;public;110.5;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18884.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62040;ARQUES;0621685V;ECOLE PRIMAIRE CENTRE;public;72.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18885.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62139;BLENDECQUES;0621691B;ECOLE ELEMENTAIRE JULES FERRY JEAN ZAY;public;78.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18886.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62205;CAMPAGNE LES WARDRECQUES;0621692C;ECOLE PRIMAIRE MARCEL PAGNOL;public;101.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18887.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62525;LONGUENESSE;0621698J;ECOLE PRIMAIRE LOUIS PASTEUR;public;90.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18888.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0621700L;ECOLE ELEMENTAIRE JULES FERRY;public;77.3;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18889.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0621706T;ECOLE ELEMENTAIRE EDMOND MICHELET;public;67.9;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18890.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62592;MORINGHEM;0621714B;ECOLE PRIMAIRE PUBLIQUE PIERRE GILLES DE GENNES RPI 144;public;NS;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18891.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62458;HOULLE;0621715C;ECOLE PRIMAIRE;public;93.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18892.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62901;WITTES;0621718F;ECOLE PRIMAIRE JULES VERNE;public;92.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18893.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62875;WARDRECQUES;0621719G;ECOLE PRIMAIRE JACQUES PREVERT;public;98.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18894.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62811;THEROUANNE;0621720H;ECOLE PRIMAIRE FRANCK DUSAUTOIR RPI 160;public;102.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18895.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62691;SAINT AUGUSTIN;0621724M;ECOLE PRIMAIRE LES P TITS MORINS RPI 160;public;108;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18896.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62681;QUIESTEDE;0621727R;ECOLE PRIMAIRE;public;109.9;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18897.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62452;HEURINGHEM;0621733X;ECOLE PRIMAIRE CONDORCET;public;111.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18898.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62471;BELLINGHEM;0621734Y;ECOLE PRIMAIRE SIMONE VEIL;public;89.7;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18899.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62288;ECQUES;0621736A;ECOLE ELEMENTAIRE CENTRE;public;112.6;119.3;102.9;105.4;117;93;97.8;113.9;91;94.3;18900.0
